type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR4-2666,50,0,101.24088581222469,0.061053599586858506,101.19771439794098,101.28405722650841,696.2172112000001,0.5289799927704284,695.84316586,696.59125654,101.56745479836083,686.0718157590212
DDR4-2666,50,5,102.80538760153118,0.05753502341457745,102.76470419631902,102.84607100674336,711.988011455,1.9164312817450933,710.6328899,713.34313301,102.05391198105781,730.4853394865034
DDR4-2666,50,10,101.70435826657865,0.09338164143228363,101.63832747468355,101.77038905847374,764.9931130350001,0.5506142995075249,764.60376993,765.38245614,102.39998994596701,763.9476422102214
DDR4-2666,50,15,103.39987806730387,0.13005819078330427,103.30791303865215,103.4918430959556,793.23147609,0.5126779853414158,792.86895801,793.59399417,102.62603843205115,787.928686273782
DDR4-2666,50,20,102.09968360573478,0.12738444005800315,102.00960920435212,102.18975800711745,805.9578013,3.818267412836042,803.25787852,808.65772408,102.75240717827289,803.8984340207926
DDR4-2666,50,25,103.07557349797565,0.14946478714193473,102.96988593343899,103.18126106251232,818.835429,1.1217719460545768,818.04221645,819.62864155,102.79944592359516,813.3268477948618
DDR4-2666,50,30,102.13153748185994,0.31094522771023947,101.91166600276843,102.35140896095143,818.2297032849999,2.6891261625425837,816.32820394,820.13120263,102.6265330532796,820.28247229682
DDR4-2666,50,35,103.58930880329652,0.014537678801596711,103.5790291120332,103.59958849455984,812.167203755,0.9876967575223315,811.46879668,812.86561083,102.84738678400888,819.5046766992908
DDR4-2666,50,40,101.94586635270645,0.10446569117170176,101.8719979540776,102.0197347513353,815.35870959,4.180455538892812,812.40268113,818.31473805,102.7809325632526,818.6533958242326
DDR4-2666,50,45,103.29874927883374,0.10959477881801083,103.22125406754888,103.3762444901186,814.709704895,0.19964152339636065,814.56853702,814.85087277,102.86491304816529,815.4176346305844
DDR4-2666,50,50,102.2587619849649,0.20789600338441186,102.1117573111902,102.4057666587396,815.981522525,2.1739905851567687,814.44427904,817.51876601,102.63909468823189,809.9486379668317
DDR4-2666,50,55,103.64808189741154,0.038526194660718716,103.62083976391364,103.67532403090945,809.526073635,0.9212753891383211,808.87463356,810.17751371,102.66509868152656,807.6260026084283
DDR4-2666,50,60,102.0582248592637,0.04753486895972532,102.02461263107948,102.09183708744794,802.828107695,3.369170821700185,800.44574416,805.21047123,102.34887339268099,804.2567747732652
DDR4-2666,50,65,102.01544391734842,0.1672863633125766,101.89715459545006,102.13373323924678,787.5972058350001,1.503948743378621,786.53375348,788.66065819,102.47659814863832,798.9917667720881
DDR4-2666,50,70,101.99138380020952,0.25699527053005183,101.80966070168485,102.17310689873419,788.732518515,0.9593439817698931,788.05415988,789.41087715,102.19096486324318,793.4119822896754
DDR4-2666,50,80,102.82414092113672,0.2511313941533809,102.64656420936204,103.00171763291141,794.9806716749999,1.323607975346396,794.0447395,795.91660385,102.43181313922419,786.3579692194423
DDR4-2666,50,90,101.80230235688458,0.42695342732096203,101.50040069317508,102.10420402059407,769.5424114049999,0.5141998417690338,769.17881721,769.9060056,102.42245853718984,775.732765735398
DDR4-2666,50,100,103.28992013604567,0.03239898252976169,103.26701059579533,103.312829676296,754.4899121450001,0.5561246270898518,754.09667265,754.88315164,102.96275166080932,754.1111456518665
DDR4-2666,50,120,101.98883532865871,0.6621668184296601,101.52061268107038,102.45705797624704,729.5465973099999,1.1038478356695982,728.76605902,730.3271356,103.06614458904221,721.168766824349
DDR4-2666,50,140,103.74878409697538,0.3174568194734737,103.52430822719178,103.973259966759,684.7352319700001,1.9964172421472122,683.3235518,686.14691214,103.32859790547147,671.0256557424491
DDR4-2666,50,160,101.56020758037545,0.07000382793879678,101.51070739893092,101.60970776181999,616.7311166,3.0987430728966503,614.53997436,618.92225884,102.64922881822946,605.4472958777053
DDR4-2666,50,180,101.78465061899433,0.014363273236014685,101.77449425108911,101.79480698689954,528.678549405,2.936875434167502,526.60186487,530.75523394,100.63657233643885,530.8429925732996
DDR4-2666,50,200,97.5040166137685,0.1593494587565636,97.39133953090332,97.61669369663366,456.801795695,0.6857317422219597,456.31691013,457.28668126,96.70521003275528,452.06971865558376
DDR4-2666,50,220,94.73844742398192,0.07768746350937283,94.68351409172126,94.79338075624258,366.481857675,0.9903410681833755,365.78158079,367.18213456,91.57387967804132,376.8636023885556
DDR4-2666,50,260,84.16082729576488,0.06583669076713261,84.11427372527255,84.2073808662572,297.647732145,3.191238954339327,295.39118544,299.90427885,84.9399122405155,314.6295664095462
DDR4-2666,50,300,75.48338550433735,0.01558617819287512,75.47236441204439,75.49440659663031,256.80947729,0.011751336885859304,256.80116784,256.81778674,77.03361423887661,269.5233902375064
DDR4-2666,50,340,67.70611670563092,0.0569940646648486,67.66581581601902,67.74641759524282,239.616919215,0.010629321058683883,239.60940315,239.62443528,68.48952069948044,239.8831810886602
DDR4-2666,50,380,61.3624145140524,0.03561173993227611,61.33723321125644,61.38759581684837,221.99631362999997,0.037677788855736895,221.96967141,222.02295585,60.2627673655669,221.15013168590957
DDR4-2666,50,450,52.77749455603484,0.08818095153599327,52.71514120723226,52.83984790483743,224.75150200000002,0.14320909188580133,224.65023788,224.85276612,52.49120709108895,215.2769426662126
DDR4-2666,50,550,43.93828890972263,0.04749019785286599,43.90470826878097,43.97186955066428,218.79157852999998,0.12476556914354545,218.70335595,218.87980111,46.09492271591026,212.8861891292196
DDR4-2666,50,600,40.72525126627566,0.0804244490365785,40.668382592988706,40.78211993956262,207.7497126,0.2973586106007464,207.53944831,207.95997689,40.80011595517968,210.17095061417297
DDR4-2666,50,700,35.25621676007309,0.019599443993982273,35.24235786031746,35.27007565982872,205.05060293,0.0013072424485138779,205.04967857,205.05152729,35.84959881625105,207.81270694515194
DDR4-2666,50,800,31.2233724656443,0.0018055403801061666,31.22209575579782,31.22464917549078,212.336131185,0.08459789467669823,212.27631144,212.39595093,31.239486673877913,207.24108254923124
DDR4-2666,50,900,27.941912258112225,0.012277214936017397,27.93323095617688,27.950593560047565,201.719645395,0.571002535603589,201.31588563,202.12340516,27.042301015780456,205.06487659383492
DDR4-2666,50,1000,25.295485988311686,0.009595972384818595,25.288700611166302,25.30227136545707,201.05534962000002,0.4748753497124329,200.71956204,201.3911372,22.91563273029318,203.0098751120867
DDR4-2666,50,1500,17.186078965271534,0.018911943377381446,17.17270620186397,17.199451728679094,207.016332625,0.8716874472137036,206.39995652,207.63270873,17.99669261331832,201.8699627549305
DDR4-2666,50,2000,12.957529372199087,0.02387756047435029,12.940645387269482,12.974413357128693,204.742886275,0.009883054703967515,204.7358979,204.74987465,13.298282790601032,200.9132726217137
DDR4-2666,50,3000,8.701515383077869,0.00624738620756715,8.697097813925808,8.705932952229931,193.801991915,1.4724179610509656,192.76083519,194.84314864,8.830972383218821,198.84982752903306
DDR4-2666,50,5000,5.21100980816996,0.0011299713306097184,5.210210797779539,5.21180881856038,191.935603745,1.0203867707070555,191.21408134,192.65712615,4.767586733136955,197.75287718110727
DDR4-2666,50,40000,0.708707346057098,0.002657431977394671,0.7068282578853402,0.7105864342288557,199.58747902,0.09385733776818327,199.52111186,199.65384618,1.6092835569535424,196.37713462088
DDR4-2666,50,100000,0.3143829371589084,0.00010888910888928239,0.31430594093161546,0.31445993338620143,198.63871645,0.07185542742883816,198.58790699,198.68952591,-0.3303939513541003,194.43913650603736
DDR4-2666,50,500000,0.08350527840333116,0.00042735948791860026,0.08320308961141952,0.08380746719524282,188.60842680000002,0.31587629470216944,188.38506853,188.83178507,-0.7379025978086737,191.65541949426583
DDR4-2666,50,1000000,0.05185680866364068,0.0022899675820806696,0.05023755705765408,0.053476060269627285,188.16245193999998,0.6420302591896909,187.70846799,188.61643589,0.7003008115671534,187.74252024325182
DDR4-2666,52,0,101.04658652591866,0.15588251712647264,100.9363609409901,101.15681211084721,658.9345809399999,0.5562655322580154,658.54124181,659.32792007,101.00147769295552,650.0344060819579
DDR4-2666,52,5,101.44780501499002,0.24055455855463487,101.27770725539071,101.61790277458935,684.40364245,2.2043760312755745,682.84491321,685.96237169,101.92036041748102,701.2599527954897
DDR4-2666,52,10,103.21462948723968,0.08264216508132814,103.15619265189873,103.27306632258063,740.38270005,3.4090773474905305,737.97211834,742.79328176,102.50708614803109,738.9947066100586
DDR4-2666,52,15,103.36445049715233,0.2026189558220027,103.22117725949366,103.50772373481101,768.610951535,0.31491704071390947,768.38827156,768.83363151,102.82896474010971,765.197264508159
DDR4-2666,52,20,101.98080540270583,0.16985480349740692,101.8606999193357,102.10091088607595,791.72355935,1.1241114371243879,790.92869253,792.51842617,102.95330604922081,781.8262234722849
DDR4-2666,52,25,102.04455493350592,0.15441007674694077,101.93537052115462,102.15373934585722,786.0064513350001,3.09564158234607,783.81750218,788.19540049,102.94741993086853,790.8401804849318
DDR4-2666,52,30,103.77568350663776,0.16587764203251043,103.65839030110935,103.89297671216619,796.2059239549999,0.8220869046461775,795.62462073,796.78722718,102.88790060855766,796.2677301477988
DDR4-2666,52,35,103.62176403487973,0.18955840792003412,103.48772599920855,103.75580207055091,786.917692305,2.355571929610027,785.25205142,788.58333319,102.94582880497657,794.4819411731952
DDR4-2666,52,40,102.55825664825329,0.14390601690233956,102.4564997278481,102.66001356865847,796.1935272000001,0.008328826927921482,796.18763783,796.19941657,103.12200612660908,795.4631967538712
DDR4-2666,52,45,102.22582160665527,0.01628168725250429,102.21430871518986,102.23733449812067,786.36339899,0.3382044499682114,786.12425233,786.60254565,103.14568284637105,792.8235770757244
DDR4-2666,52,50,103.68079512383397,0.22266708014141917,103.52334572151898,103.83824452614898,792.39728393,1.2867986762524122,791.48737986,793.307188,102.9993896101856,788.8890777859457
DDR4-2666,52,55,103.95006553910427,0.015069915861221585,103.93940949940689,103.96072157880165,792.5205051949999,2.5684209136736946,790.70435735,794.33665304,102.99637136638631,787.13266527513
DDR4-2666,52,60,102.34716116680117,0.12398219842144399,102.25949251355095,102.43482982005139,793.214400955,1.2228456974334745,792.34971847,794.07908344,103.11259355734808,786.6418427724725
DDR4-2666,52,65,102.10092263316002,0.05288916072316148,102.06352434896142,102.13832091735864,761.84386114,4.468363709789466,758.68425086,765.00347142,103.04142948182101,781.7072206867732
DDR4-2666,52,70,103.62617334981553,0.06525602713208607,103.58003037051715,103.67231632911393,768.08307441,0.5406857071268092,767.70075188,768.46539694,102.94344893246387,776.255037753778
DDR4-2666,52,80,103.96977556194105,0.09373241467828966,103.90349673590505,104.03605438797706,786.47822174,0.6749932014498705,786.00092947,786.95551401,102.94230547118948,768.1370845834981
DDR4-2666,52,90,102.0977879946864,0.06583204394979375,102.05123770999012,102.14433827938267,755.483735375,1.2586280724200662,754.59375093,756.37371982,103.09126434840582,756.4928067268897
DDR4-2666,52,100,101.94960307900338,0.04530921062405877,101.9175646289209,101.98164152908586,727.9881218200001,0.8553671752164738,727.38328589,728.59295775,103.11458935568075,739.4696859009573
DDR4-2666,52,120,103.61603450185457,0.2080087451754087,103.46895010759494,103.76311889611421,711.79354482,1.4086161333774998,710.7975028,712.78958684,103.02176387056804,709.9067835925191
DDR4-2666,52,140,103.38214679517091,0.31543388947633233,103.15910135290615,103.60519223743567,677.6728744049999,1.3540462635549564,676.71541911,678.6303297,103.02387286681476,662.5679029219245
DDR4-2666,52,160,101.31171947003625,0.16118575399998936,101.19774393035219,101.4256950097203,615.8210862149999,1.5668076653725236,614.71318589,616.92898654,102.45943142975605,599.5122580960502
DDR4-2666,52,180,99.7075970787781,0.03126414300328417,99.68548999125248,99.72970416630369,542.183764165,0.2858249848217983,541.98165538,542.38587295,100.61766250822664,529.1640107826236
DDR4-2666,52,200,99.26793700751665,0.08177731321514513,99.210111714795,99.3257623002383,441.90216726999995,0.17434639757399875,441.77888575,442.02544879,96.87686407390322,453.8777876979847
DDR4-2666,52,220,95.02309859171775,0.038258676848831295,94.99604562187872,95.05015156155679,372.771868175,0.6580718462622621,372.30654111,373.23719524,91.65450425999683,378.7970942909682
DDR4-2666,52,260,84.79259100886195,0.0011428759772660717,84.79178287350837,84.79339914421553,297.221790425,0.46390489205827434,296.89376013,297.54982072,85.42143571763788,315.63334130876524
DDR4-2666,52,300,75.72443981500257,0.012306388533101799,75.7157378842189,75.73314174578624,257.91258426,0.06216358146964082,257.86862797,257.95654055,77.69066407661603,269.682710317553
DDR4-2666,52,340,68.36604279168742,0.046235538186561384,68.3333493291039,68.39873625427096,240.133376325,0.1726379073824766,240.01130289,240.25544976,69.28490356286727,239.48095444926625
DDR4-2666,52,380,61.98862113821138,0.09198549336795718,61.923577572080106,62.05366470434265,222.15232376,0.012171089613299777,222.1437175,222.16093002,60.72056910245391,222.8820999174364
DDR4-2666,52,450,53.53193208390333,0.011882693159795172,53.52352975099128,53.540334416815384,225.046078505,0.022812205213084975,225.02994784,225.06220917,53.05138910513105,214.24228292495386
DDR4-2666,52,550,44.354213614960436,0.009135087872234963,44.347754132379244,44.36067309754163,219.06531421,0.007277472281302871,219.06016826,219.07046016,46.59733566806143,213.30629639373007
DDR4-2666,52,600,41.16229973953059,0.009559908220538874,41.155539863600325,41.16905961546085,207.64849830999998,0.44467356043791173,207.33406662,207.96293,41.30064567811057,211.86834677814733
DDR4-2666,52,700,35.57343795672838,0.12102960694675645,35.48785710093198,35.65901881252477,204.573688035,0.3892425052665107,204.29845202,204.84892405,36.25727985513377,208.9163611215389
DDR4-2666,52,800,31.568288948886043,0.04053429820562212,31.539626871754212,31.596951026017877,212.32249552,0.41154238333237975,212.03149111,212.61349993,31.58966922147231,206.9575071312126
DDR4-2666,52,900,28.30757709890981,0.0234220003865463,28.291015243607532,28.324138954212092,210.94166254499999,0.008317760706729394,210.935781,210.94754409,27.342594040044453,205.26995883930113
DDR4-2666,52,1000,25.673084259552056,0.03949420574760804,25.645157638850346,25.70101088025377,200.183700145,0.177557673523265,200.05814791,200.30925238,23.203302689959557,204.31622333241305
DDR4-2666,52,1500,17.350297131876367,0.008923354469948842,17.343987367419736,17.356606896333002,196.87331751,0.013357925919129012,196.86387203,196.88276299,18.232362547192032,202.39592946684195
DDR4-2666,52,2000,13.12748256729435,0.00792141242181386,13.12188128285431,13.13308385173439,204.62565767,0.2722160572085087,204.43317185,204.81814349,13.484120774207607,199.92530411209833
DDR4-2666,52,3000,8.849978466543472,0.014749956393211828,8.839548672355628,8.860408260731319,203.5140125,0.9879746717005398,202.81540891,204.21261609,8.952299771249974,198.0039357596042
DDR4-2666,52,5000,5.2736995683268955,0.0034246831545934105,5.2712779516448665,5.276121185008924,191.80492834,1.0117045388810508,191.0895452,192.52031148,4.831745836230702,197.23880812843825
DDR4-2666,52,40000,0.715553926835957,0.0021682452386200778,0.7140207459244532,0.7170871077474607,190.421076385,0.5578317949915585,190.02662974,190.81552303,1.628236342808293,196.46647430548373
DDR4-2666,52,100000,0.3171525152598045,0.0031488516456860275,0.3149259409081895,0.31937908961141953,198.792020615,0.2722068436071261,198.59954131,198.98449992,-0.338485557409399,195.36026312623548
DDR4-2666,52,500000,0.08756507258237313,0.0016704010810454685,0.08638392065066454,0.08874622451408172,197.74493177,0.19473111227831277,197.60723608,197.88262746,-0.7486767128144933,193.5935034261889
DDR4-2666,52,1000000,0.056188877075755914,0.000721554332266103,0.055678661114416016,0.056699093037095805,188.390063855,0.4311162091932789,188.08521866,188.69490905,0.7174060282009052,190.8395240408393
DDR4-2666,54,0,102.75875603782619,0.37985596283479517,102.49015731063156,103.02735476502082,630.009105675,1.8795646150781036,628.68005279,631.33815856,102.26489859755799,617.3313457789511
DDR4-2666,54,5,101.21167785448932,0.1806899939029099,101.08391073450801,101.33944497447062,651.3971827800001,1.7095803097398312,650.18832695,652.60603861,102.12073388837531,676.0132567485316
DDR4-2666,54,10,101.71602691735143,0.11783871846962833,101.63270236043522,101.79935147426762,722.423300045,1.029729687754078,721.6951712,723.15142889,102.2017785378888,718.4505094798136
DDR4-2666,54,15,103.55445478424872,0.14533542217731196,103.45168712168054,103.65722244681692,754.955173685,1.670894207827306,753.77367306,756.13667431,102.4347245109216,747.1483812706119
DDR4-2666,54,20,103.63648478259151,0.18101338705453607,103.5084889891197,103.7644805760633,766.842459665,1.3780219351946728,765.86805101,767.81686832,102.74626377229687,764.6121494187414
