type,rd_percentage,pause,rd_mapped,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,measured_frequency,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR4-2666,50,600,66,71022.73218762623,23.77634971372476,71005.91976951179,71039.54460574067,3.0,119.979,0.0,119.979,119.979,71378.8695280302,121.84347319347346
DDR4-2666,50,700,66,61581.57327822616,8.404073450578446,61575.63070089967,61587.51585555265,3.0,119.979,0.0,119.979,119.979,62569.25805098298,120.56161305361331
DDR4-2666,50,800,66,54353.32437074106,21.870396493781566,54337.85966507307,54368.789076409055,3.0,119.979,0.0,119.979,119.979,54376.49019870366,119.55952447552474
DDR4-2666,50,900,66,48499.16775857669,0.1427037935678576,48499.06685175656,48499.26866539683,3.0,119.979,0.0,119.979,119.979,46963.4536492835,118.66228671328696
DDR4-2666,50,1000,66,43902.513426086414,4.133157239606333,43899.59084257457,43905.43600959825,3.0,119.979,0.0,119.979,119.979,39752.304964250165,117.5787482517485
DDR4-2666,50,1500,66,29716.486981751346,9.814451720800692,29709.54711638594,29723.426847116752,3.0,114.98,0.0,114.98,114.98,31228.24466597848,117.38084848484874
DDR4-2666,50,2000,66,22481.77100835681,2.4414818073477864,22480.044620014687,22483.497396698927,3.0,114.981,0.0,114.981,114.981,22920.029540862466,116.33236363636371
DDR4-2666,50,3000,66,15153.284400692006,0.06632908668901721,15153.237498945018,15153.331302438994,3.0,114.981,0.0,114.981,114.981,15229.999349906859,115.19645454545463
DDR4-2666,50,5000,66,9179.872504034804,3.8065796770374245,9177.180845732042,9182.564162337563,3.0,114.981,0.0,114.981,114.981,8518.14764056688,114.00221212121221
DDR4-2666,50,40000,66,1255.8170229036702,0.38084778167003963,1255.5477228546515,1256.086322952689,3.0,114.981,0.0,114.981,114.981,3144.467960297814,112.77872727272735
DDR4-2666,50,100000,66,564.674655546229,0.738319329380547,564.1525849417429,565.1967261507151,3.0,109.98200000000001,0.0,109.982,109.982,-531.0461434450262,111.55509090909098
DDR4-2666,52,0,67,233910.04145520198,61.41782242062389,233866.61249648264,233953.4704139213,3.0,309.887,0.0,309.887,309.887,233679.33839688168,307.4764545454546
DDR4-2666,52,5,67,233983.66837044683,150.02525039428275,233877.58449854382,234089.75224234982,3.0,314.884,0.0,314.884,314.884,234356.01102661778,318.0979230769231
DDR4-2666,52,10,67,234839.00273049466,101.39710101929428,234767.30415277125,234910.70130821803,3.0,324.876,0.0,324.876,324.876,234896.46289928857,326.7628741258742
DDR4-2666,52,15,67,235388.0342113905,166.12673823134992,235270.56486825072,235505.5035545303,3.0,334.869,0.0,334.869,334.869,235312.95555067423,333.62270046620057
DDR4-2666,52,20,67,235755.29061119896,22.990393211674025,235739.03394825684,235771.54727414108,3.0,339.865,0.0,339.865,339.865,235617.75051655498,338.82879487179497
DDR4-2666,52,25,67,235980.97911349576,20.57986850890966,235966.4269489172,235995.53127807434,3.0,344.862,0.0,344.862,344.862,235823.1093327114,342.53255011655085
DDR4-2666,52,30,67,235933.8487431699,32.677238290183894,235910.74244638445,235956.95503995533,3.0,344.862,0.0,344.862,344.862,235988.6161950825,345.5493263403271
DDR4-2666,52,35,67,235867.2765725642,3.6370114462833834,235864.70481710727,235869.84832802112,3.0,344.862,0.0,344.862,344.862,235973.1853452815,346.551107226108
DDR4-2666,52,40,67,235774.84887178065,7.6019312326609985,235769.47349465592,235780.22424890538,3.0,344.863,0.0,344.863,344.863,235935.68179279251,345.7126596736605
DDR4-2666,52,45,67,236021.32255550235,119.15428900442147,235937.06774973986,236105.57736126482,3.0,344.863,0.0,344.863,344.863,235844.14353538875,344.0822610722619
DDR4-2666,52,50,67,235805.2856576223,2.9098359984447457,235803.22809285566,235807.34322238894,3.0,344.863,0.0,344.863,344.863,235809.94216453185,341.88107226107303
DDR4-2666,52,55,67,235672.98678630104,72.83787779018952,235621.48262898836,235724.49094361372,3.0,339.865,0.0,339.865,339.865,235812.77419850978,340.28558041958115
DDR4-2666,52,60,67,235705.30453219305,17.131611592776018,235693.19065346316,235717.41841092298,3.0,334.87,0.0,334.87,334.87,235741.09045202067,338.1658811188819
DDR4-2666,52,65,67,235504.0912545695,47.19369252573561,235470.72027455532,235537.46223458368,3.0,334.87,0.0,334.87,334.87,235504.8568896015,336.2906969696977
DDR4-2666,52,70,67,235724.09773375277,296.5688388155856,235514.39189673765,235933.8035707679,3.0,334.87,0.0,334.87,334.87,235281.09498831825,334.48538927739
DDR4-2666,52,80,67,235239.0071980682,261.2381004466847,235054.28396573805,235423.73043039834,3.0,334.87,0.0,334.87,334.87,237515.47328222715,341.9171981351989
DDR4-2666,52,90,67,234601.4019856894,381.2682167676648,234331.80464416207,234870.9993272167,3.0,329.873,0.0,329.873,329.873,238258.18696184846,339.56482051282126
DDR4-2666,52,100,67,234357.3644207934,285.77774794166794,234155.28903731162,234559.43980427517,3.0,329.873,0.0,329.873,329.873,235384.7884349968,325.7501421911429
DDR4-2666,52,120,67,235130.16030519627,396.7074570914217,234849.64577213966,235410.6748382529,3.0,324.876,0.0,324.876,324.876,229821.97844492344,302.5120186480193
DDR4-2666,52,140,67,235011.80063473855,218.02717592760416,234857.6321401572,235165.9691293199,3.0,319.88,0.0,319.88,319.88,222273.95545313956,273.06481585081644
DDR4-2666,52,160,67,206495.81323739205,49.31644427405425,206460.94124522185,206530.68522956222,3.0,204.947,0.0,204.947,204.947,211584.5719071698,240.43731468531522
DDR4-2666,52,180,67,188891.20470873418,119.20382616269283,188806.91487491113,188975.4945425572,3.0,179.958,0.0,179.958,179.958,197992.2365883267,207.47140559440606
DDR4-2666,52,200,67,182620.30419378966,119.73258400326617,182535.64047171196,182704.96791586734,3.0,169.962,0.0,169.962,169.962,182108.28171399416,177.12599067599106
DDR4-2666,52,220,67,170676.52459529208,42.56420943671047,170646.42715416354,170706.62203642062,3.0,159.965,0.0,159.965,159.965,165710.29927531185,153.83910489510524
DDR4-2666,52,260,67,149616.21539533592,82.4623654849497,149557.90569750883,149674.525093163,3.0,149.97,0.0,149.97,149.97,150315.20742813832,140.26643123543153
DDR4-2666,52,300,67,134772.9428677922,63.829989514159614,134727.8082493637,134818.07748622075,3.0,139.973,0.0,139.973,139.973,136620.24049558252,140.84687645687677
DDR4-2666,52,340,67,121007.1903531283,3.229480412071828,121004.90676562922,121009.47394062739,3.0,134.975,0.0,134.975,134.975,121917.21422017626,135.21926107226136
DDR4-2666,52,380,67,109529.81127855851,67.4937754310156,109482.08597226336,109577.53658485367,3.0,129.976,0.0,129.976,129.976,106782.7562844951,129.70822144522174
DDR4-2666,52,450,67,94097.41728763169,9.882819354450985,94090.42907904892,94104.40549621447,3.0,124.97700000000002,0.0,124.977,124.977,93405.3491546962,125.68848484848513
DDR4-2666,52,550,67,78169.73692960068,2.698931596607085,78167.82849676676,78171.64536243459,3.0,124.978,0.0,124.978,124.978,82043.61577798003,123.04340559440587
DDR4-2666,52,600,67,72127.52622713527,4.7316661345125555,72124.18043392524,72130.87202034528,3.0,119.979,0.0,119.979,119.979,72386.79979655857,121.84331235431262
DDR4-2666,52,700,67,62408.601548897655,10.36696059139957,62401.27100076318,62415.93209703213,3.0,119.979,0.0,119.979,119.979,63399.673839149385,120.56151048951077
DDR4-2666,52,800,67,55009.51448048251,10.160799393647586,55002.32971032899,55016.69925063604,3.0,119.979,0.0,119.979,119.979,55089.30441067467,119.55950349650377
DDR4-2666,52,900,67,49169.37451512224,1.6441902763928806,49168.21189702824,49170.53713321623,3.0,119.979,0.0,119.979,119.979,47569.97690400129,118.66237062937088
DDR4-2666,52,1000,67,44474.25758913944,27.161905949418855,44455.05122125265,44493.46395702622,3.0,119.979,0.0,119.979,119.979,40265.65958747486,117.998244755245
DDR4-2666,52,1500,67,30073.40857908523,2.5480203771415746,30071.60685659795,30075.210301572508,3.0,114.98,0.0,114.98,114.98,31608.985284015656,117.27597435897461
DDR4-2666,52,2000,67,22753.871960187265,2.3976309048929667,22752.176579115632,22755.567341258895,3.0,114.981,0.0,114.981,114.981,23203.934611735756,115.91286713286718
DDR4-2666,52,3000,67,15330.418579684232,1.3146860402030525,15329.488956270072,15331.34820309839,3.0,114.981,0.0,114.981,114.981,15426.815588756814,114.42737762237768
DDR4-2666,52,5000,67,9311.824727206891,4.691142777211896,9308.50758833761,9315.141866076172,3.0,114.981,0.0,114.981,114.981,8636.470272386541,112.88355477855485
DDR4-2666,52,40000,67,1268.5811529841972,2.5133616508542187,1266.8039379173038,1270.3583680510903,3.0,109.982,0.0,109.982,109.982,3191.740719932699,111.34544755244765
DDR4-2666,52,100000,67,571.3863238719099,0.6854185459408875,570.9016597701241,571.8709879736957,3.0,109.98200000000001,0.0,109.982,109.982,-548.5310112969746,109.87710489510503
DDR4-2666,54,0,69,233675.6589219094,21.369061867965794,233660.54871335495,233690.76913046383,3.0,299.894,0.0,299.894,299.894,233474.47636181454,297.7630559440561
DDR4-2666,54,5,69,233973.19526219508,30.429040328816225,233951.67868143355,233994.71184295657,2.99,304.891,0.0,304.891,304.891,234284.2055019934,307.8255594405595
DDR4-2666,54,10,69,234971.54422268303,83.0260234073022,234912.83595851678,235030.2524868493,3.0,314.884,0.0,314.884,314.884,234955.78764139945,316.3974172494173
DDR4-2666,54,15,69,235399.00735643815,178.5478919746416,235272.75493125632,235525.25978162,3.0,324.876,0.0,324.876,324.876,235496.7101708087,323.49606643356645
DDR4-2666,54,20,69,236053.14844134514,14.876323609022304,236042.62929204205,236063.6675906482,3.0,329.872,0.0,329.872,329.872,235914.4604809971,329.13894405594414
DDR4-2666,54,25,69,236369.04545207246,6.61161995003445,236364.37033077117,236373.72057337378,3.0,334.869,0.0,334.869,334.869,236216.52596274123,333.3434871794879
DDR4-2666,54,30,69,236449.7744507775,99.49932273131476,236379.41780495073,236520.1310966043,3.0,334.869,0.0,334.869,334.869,236418.64295731642,336.1153636363644
DDR4-2666,54,35,69,236567.2590106412,43.835120564585395,236536.26289963585,236598.25512164657,3.0,339.867,0.0,339.867,339.867,236470.1179862892,337.2799487179495
DDR4-2666,54,40,69,236224.29761713577,34.55263340653139,236199.86521574616,236248.73001852538,3.0,334.869,0.0,334.869,334.869,236477.09155895907,337.31515384615466
DDR4-2666,54,45,69,236377.83247967562,49.130695607574545,236343.0918316471,236412.57312770415,3.0,334.869,0.0,334.869,334.869,236414.25895793474,335.7894125874134
DDR4-2666,54,50,69,236370.16330348834,39.06706178782467,236342.53871917716,236397.78788779955,3.0,334.869,0.0,334.869,334.869,236366.73161404784,333.86775524475604
DDR4-2666,54,55,69,236429.07615053677,88.27250121851985,236366.65806633284,236491.49423474068,3.0,334.869,0.0,334.869,334.869,236333.12452122878,332.1906713286721
DDR4-2666,54,60,69,236307.3595317611,118.51664895848543,236223.55560559902,236391.16345792313,3.0,329.874,0.0,329.874,329.874,236406.4861219895,330.45528904428977
DDR4-2666,54,65,69,236312.53491121664,5.307437719687028,236308.7819860143,236316.28783641895,3.0,324.876,0.0,324.876,324.876,236404.0680503941,330.6768205128212
DDR4-2666,54,70,69,236336.85043899808,50.07567088229178,236301.44159254475,236372.25928545144,3.0,329.874,0.0,329.874,329.874,236288.0418498557,329.72184149184227
DDR4-2666,54,80,69,236349.6183358613,158.68750016935522,236237.40932840202,236461.82734332062,3.0,329.873,0.0,329.873,329.873,239053.31396762846,339.26212354312435
DDR4-2666,54,90,69,236460.42100788333,58.34735847356543,236419.16319504235,236501.6788207243,3.0,329.873,0.0,329.873,329.873,239371.48106738678,336.37354312354387
DDR4-2666,54,100,69,235494.4641260567,115.70296836348763,235412.64977252347,235576.27847958994,3.0,329.873,0.0,329.873,329.873,235760.1592265269,321.6032494172501
DDR4-2666,54,120,69,235712.10098665947,167.59678060590178,235593.592166588,235830.60980673094,3.0,319.88,0.0,319.88,319.88,229814.35514661003,298.8775011655018
DDR4-2666,54,140,69,235966.15686072432,194.30420761188668,235828.76303790888,236103.55068353977,3.0,319.88,0.0,319.88,319.88,222035.9064306748,269.17384382284445
DDR4-2666,54,160,69,201721.82099654048,73.00694178157808,201670.19729293304,201773.44470014793,3.0,189.953,0.0,189.953,189.953,211185.53340244433,236.76769230769284
DDR4-2666,54,180,69,188110.3052295886,118.4569653044878,188026.543506143,188194.06695303417,3.0,174.96,0.0,174.96,174.96,197655.35648804798,203.96485547785596
DDR4-2666,54,200,69,184930.5971231324,84.1788220200379,184871.07370724974,184990.12053901507,3.0,174.96,0.0,174.96,174.96,182159.32424699445,174.66780885780923
DDR4-2666,54,220,69,171824.38609020054,58.19521158216595,171783.2358614582,171865.53631894288,3.0,159.965,0.0,159.965,159.965,166267.716814099,152.89517482517516
DDR4-2666,54,260,69,150761.30154913384,54.97312754214779,150722.42967786576,150800.17342040193,3.0,149.97,0.0,149.97,149.97,151426.08362511234,140.24315151515182
DDR4-2666,54,300,69,136107.10768452985,64.9802865075755,136061.15968329692,136153.0556857628,3.0,139.973,0.0,139.973,139.973,138410.89738379198,142.51297902097934
DDR4-2666,54,340,69,122241.34775871443,42.065482151177406,122211.60297103145,122271.0925463974,3.0,134.975,0.0,134.975,134.975,123241.74883139672,135.74368764568794
DDR4-2666,54,380,69,110647.95940760142,9.267653679794451,110641.40618683874,110654.51262836409,3.0,129.976,0.0,129.976,129.976,107732.1379332222,129.28900466200494
DDR4-2666,54,450,69,95025.32401251332,11.099540242157792,95017.47545234003,95033.1725726866,3.0,124.978,0.0,124.978,124.978,94341.98336414501,125.68869230769259
DDR4-2666,54,550,69,78843.94274323387,0.8335593982876653,78843.35332773082,78844.53215873691,3.0,124.978,0.0,124.978,124.978,82851.92717231956,123.04360139860167
DDR4-2666,54,600,69,72687.08870367991,25.16532251035795,72669.29413348208,72704.88327387773,3.0,119.979,0.0,119.979,119.979,73074.95609577007,121.84347319347346
DDR4-2666,54,700,69,63096.30983878973,36.97509467315169,63070.16449861133,63122.45517896813,3.0,119.979,0.0,119.979,119.979,64004.22244653454,120.56161305361331
DDR4-2666,54,800,69,55586.612785418925,8.472246962375925,55580.62200213994,55592.60356869791,3.0,119.979,0.0,119.979,119.979,55630.93764067834,119.55952447552474
DDR4-2666,54,900,69,49675.793646132195,7.976942625267859,49670.15309590873,49681.43419635566,3.0,119.979,0.0,119.979,119.979,48067.484393135484,118.66228671328696
DDR4-2666,54,1000,69,44969.46982036195,12.863085694689838,44960.37424524025,44978.56539548365,3.0,119.979,0.0,119.979,119.979,40715.51666562741,117.5787482517485
DDR4-2666,54,1500,69,30402.394483956108,16.196490945434,30390.941835377165,30413.84713253505,3.0,114.98,0.0,114.98,114.98,31975.813400393807,117.38084848484874
DDR4-2666,54,2000,69,23031.902122122126,8.221366033658517,23026.088738449107,23037.715505795142,3.0,114.981,0.0,114.981,114.981,23469.05042619528,116.33236363636371
DDR4-2666,54,3000,69,15520.079318835747,2.883604911065931,15518.04030224887,15522.118335422625,3.0,114.981,0.0,114.981,114.981,15594.590072658655,115.19645454545463
DDR4-2666,54,5000,69,9397.680484699422,4.372243084596863,9394.588841965307,9400.772127433536,3.0,114.981,0.0,114.981,114.981,8721.273365726061,114.00221212121221
DDR4-2666,54,40000,69,1279.8223022322188,1.9689443352226155,1278.430048341004,1281.2145561234336,3.0,114.981,0.0,114.981,114.981,3217.9413313397235,112.77872727272735
DDR4-2666,54,100000,69,577.1816076821945,0.35605010524300335,576.9298422383349,577.4333731260539,3.0,109.98200000000001,0.0,109.982,109.982,-546.5650045581278,111.55509090909098
DDR4-2666,56,0,70,233781.17230447548,126.18392946651544,233691.94679227294,233870.397816678,3.0,289.899,0.0,289.899,289.899,233521.32818747763,286.0203216783217
DDR4-2666,56,5,70,233782.91134067718,120.5706166910761,233697.65504000307,233868.16764135126,3.0,294.896,0.0,294.896,294.896,234171.65085911032,300.6268811188811
DDR4-2666,56,10,70,234651.55753605952,144.18026018212194,234549.6066963715,234753.50837574757,3.0,309.887,0.0,309.887,309.887,234731.9824590256,311.412655011655
DDR4-2666,56,15,70,235214.10104672593,31.689520884342617,235191.69317161606,235236.5089218358,3.0,319.881,0.0,319.881,319.881,235200.45546127687,318.86112004662004
DDR4-2666,56,20,70,235775.65781920528,182.53394097379032,235646.586831746,235904.72880666456,3.0,324.876,0.0,324.876,324.876,235575.20233991754,323.4557529137529
DDR4-2666,56,25,70,236005.37832984747,190.74676277482905,235870.5000004,236140.25665929492,3.0,329.873,0.0,329.873,329.873,235854.35556900152,325.680030303031
DDR4-2666,56,30,70,236038.2605999174,101.64528356072363,235966.386530636,236110.13466919883,3.0,324.876,0.0,324.876,324.876,236055.16835631555,326.5416829836837
DDR4-2666,56,35,70,236089.24757518028,24.46744001958874,236071.94648242416,236106.5486679364,3.0,324.876,0.0,324.876,324.876,236094.8384131745,325.6912750582757
DDR4-2666,56,40,70,235923.7085835446,87.07654375903478,235862.1361689703,235985.2809981189,3.0,319.879,0.0,319.879,319.879,236003.55030176838,323.41994638694706
DDR4-2666,56,45,70,235898.30689341642,27.966772172632112,235878.53139916525,235918.0823876676,3.0,319.879,0.0,319.879,319.879,235931.42199357098,320.5898624708632
DDR4-2666,56,50,70,235877.24457725376,46.60011851040108,235844.29331745097,235910.19583705658,3.0,319.88,0.0,319.88,319.88,235875.8683475546,317.6548717948725
DDR4-2666,56,55,70,235846.1996240912,3.701417896126425,235843.58232639686,235848.8169217856,3.0,319.88,0.0,319.88,319.88,235800.44472239097,315.60526107226184
DDR4-2666,56,60,70,235506.42741496774,264.9290306508433,235319.09430086135,235693.76052907415,3.0,309.886,0.0,309.886,309.886,235742.06111583102,313.0080046620054
DDR4-2666,56,65,70,236003.11045729782,272.44165787758556,235810.46511353488,236195.7558010608,3.0,309.887,0.0,309.887,309.887,235740.86651715304,312.41418414918485
DDR4-2666,56,70,70,235647.61641047196,250.0158652979582,235470.82849671555,235824.40432422835,3.0,309.887,0.0,309.887,309.887,235747.00780189782,311.52900932401
DDR4-2666,56,80,70,235516.33900808086,5.914736899579588,235512.15665751023,235520.5213586515,3.0,309.887,0.0,309.887,309.887,238315.80194767384,318.9842237762245
DDR4-2666,56,90,70,235709.95618259895,67.61385905421751,235662.14596435954,235757.7664008384,3.0,309.886,0.0,309.886,309.886,238568.30793627014,316.6899044289051
DDR4-2666,56,100,70,235694.99350236886,25.262760138491927,235677.13003336344,235712.85697137428,3.0,314.884,0.0,314.884,314.884,235540.71573190432,305.14641958042023
DDR4-2666,56,120,70,235370.08249405184,122.21997421239179,235283.6599214898,235456.50506661384,3.0,304.89,0.0,304.89,304.89,229889.23294970352,285.8100582750589
DDR4-2666,56,140,70,234873.19805236047,18.03344058991986,234860.44648423122,234885.94962048973,3.0,299.894,0.0,299.894,299.894,222547.91377123573,260.67233566433623
DDR4-2666,56,160,70,203559.46159739172,504.32298992898706,203202.85139130466,203916.0718034788,3.0,194.952,0.0,194.952,194.952,212118.60809806315,232.1795944055949
DDR4-2666,56,180,70,191501.18166529143,49.00988771246664,191466.52644134476,191535.83688923813,3.0,179.958,0.0,179.958,179.958,198861.81928149695,202.5913706293711
DDR4-2666,56,200,70,184775.20425676956,230.23858834996545,184612.40098965648,184938.00752388264,3.0,174.96,0.0,174.96,174.96,183485.61484779435,175.34396969697008
DDR4-2666,56,220,70,173312.18453154102,312.76409249704915,173091.0269208247,173533.34214225732,3.0,159.965,0.0,159.965,159.965,167723.94883751863,155.05038228438264
DDR4-2666,56,260,70,152076.8608183837,123.55847356000082,151989.49178385636,152164.22985291103,3.0,149.97,0.0,149.97,149.97,152795.6549465599,142.53778787878818
DDR4-2666,56,300,70,136977.52423328802,74.96701466560566,136924.51454885266,137030.5339177234,3.0,139.973,0.0,139.973,139.973,139348.6071515569,142.19833566433599
DDR4-2666,56,340,70,123137.4380356168,38.57053308035306,123110.1645501217,123164.7115211119,3.0,134.975,0.0,134.975,134.975,124043.20126408816,135.32427505827536
DDR4-2666,56,380,70,111552.03098948876,7.053551643671588,111547.04337529007,111557.01860368745,3.0,129.976,0.0,129.976,129.976,108762.91651450601,129.28900466200494
DDR4-2666,56,450,70,95860.6172436061,9.826172425489505,95853.66909045093,95867.56539676127,3.0,124.978,0.0,124.978,124.978,95149.10870249549,125.68869230769259
DDR4-2666,56,550,70,79708.31754657575,6.824705889507905,79703.49175076168,79713.14334238983,3.0,124.978,0.0,124.978,124.978,83618.17738872308,123.04360139860167
DDR4-2666,56,600,70,73466.67180136617,0.4844478583790084,73466.32924500038,73467.01435773195,3.0,119.979,0.0,119.979,119.979,73814.25987277803,121.84338927738955
DDR4-2666,56,700,70,63663.99177435012,5.700705158761592,63659.960767074816,63668.02278162543,2.99,119.979,0.0,119.979,119.979,64663.20208517906,120.56163403263429
DDR4-2666,56,800,70,56133.138010698734,16.665567045048054,56121.35367522886,56144.922346168605,3.0,119.979,0.0,119.979,119.979,56199.745661844005,119.55962703962729
DDR4-2666,56,900,70,50196.0613265016,5.047148934281726,50192.49245326452,50199.63019973869,3.0,119.979,0.0,119.979,119.979,48541.84207214572,118.66244755244782
DDR4-2666,56,1000,70,45359.46219388468,23.042321329074422,45343.16881221862,45375.75557555076,3.0,119.979,0.0,119.979,119.979,41093.14795697843,117.99844055944081
DDR4-2666,56,1500,70,30701.574777094895,1.9774472091340671,30700.176510763875,30702.97304342591,3.0,114.981,0.0,114.981,114.981,32270.28618590661,117.27618181818207
DDR4-2666,56,2000,70,23232.942158273334,0.768800221334383,23232.398534423453,23233.485782123218,3.0,114.981,0.0,114.981,114.981,23684.393072011677,115.91306293706295
DDR4-2666,56,3000,70,15650.285594495645,0.8663214111018417,15649.673012751167,15650.898176240122,3.0,114.981,0.0,114.981,114.981,15738.262255337955,114.42753846153848
DDR4-2666,56,5000,70,9489.720557412535,3.5233113425303424,9487.22920007,9492.21191475507,3.0,114.981,0.0,114.981,114.981,8802.635745055682,112.88365734265739
DDR4-2666,56,40000,70,1295.2480515195728,5.534204327150724,1291.3347781113725,1299.161324927773,3.0,109.98200000000001,0.0,109.982,109.982,3248.255550335205,111.34546853146861
DDR4-2666,56,100000,70,580.1676421712104,1.3537036513260463,579.2104291396407,581.12485520278,3.0,109.98200000000001,0.0,109.982,109.982,-554.1363196532038,109.87702097902111
DDR4-2666,58,0,71,233865.18423658924,34.09299236881844,233841.0768504943,233889.2916226842,3.0,284.904,0.0,284.904,284.904,233673.8001649307,282.1783356643357
DDR4-2666,58,5,71,234065.46731475473,33.51265403765249,234041.77028982915,234089.1643396803,2.99,289.9,0.0,289.9,289.9,234396.47069016888,293.21961538461545
DDR4-2666,58,10,71,234956.17831543816,43.81560808094801,234925.19600184233,234987.160629034,3.0,299.893,0.0,299.893,299.893,234985.9328837758,302.1179627039628
DDR4-2666,58,15,71,235548.52972490303,37.5156093602548,235522.00218312404,235575.057266682,3.0,309.887,0.0,309.887,309.887,235455.23226368128,309.0131072261073
DDR4-2666,58,20,71,235956.8787216269,53.513732040472725,235919.0387988145,235994.71864443933,3.0,314.883,0.0,314.883,314.883,235817.4143478151,314.04477855477865
DDR4-2666,58,25,71,236173.16517221776,60.1006520697093,236130.66759358556,236215.66275085,3.0,319.88,0.0,319.88,319.88,236085.5246541075,317.352706293707
DDR4-2666,58,30,71,236208.15434939126,86.4178247960676,236147.04771946257,236269.26097931995,3.0,319.881,0.0,319.881,319.881,236304.76898363815,319.1464708624716
DDR4-2666,58,35,71,236222.87637183297,91.67496276732648,236158.05238399518,236287.7003596708,3.0,319.881,0.0,319.881,319.881,236394.39805550556,319.69401165501233
DDR4-2666,58,40,71,236558.4618207427,81.30396962141708,236500.97123248602,236615.9524089994,3.0,314.883,0.0,314.883,314.883,236447.88243355503,318.2264545454552
DDR4-2666,58,45,71,236412.4744388266,79.11433762224473,236356.53215420485,236468.4167234484,3.0,314.883,0.0,314.883,314.883,236475.1462554886,315.908685314686
DDR4-2666,58,50,71,236516.95643368835,72.15691434412734,236465.9337902461,236567.97907713056,3.0,314.884,0.0,314.884,314.884,236496.48451607907,313.0782004662011
DDR4-2666,58,55,71,236549.76119039237,198.7142739460396,236409.24897976656,236690.27340101817,3.0,314.884,0.0,314.884,314.884,236476.1100236143,310.6089347319354
DDR4-2666,58,60,71,236409.8630125149,14.417259982125554,236399.6684702154,236420.05755481438,3.0,304.89,0.0,304.89,304.89,236415.085842386,308.4309766899774
DDR4-2666,58,65,71,236342.38932346491,200.3892325557073,236200.692738248,236484.08590868182,3.0,304.89,0.0,304.89,304.89,236349.08544945644,307.31301165501236
DDR4-2666,58,70,71,236275.13130620506,103.12126165444772,236202.21356280468,236348.0490496054,3.0,304.89,0.0,304.89,304.89,236348.59622472723,306.0200536130543
DDR4-2666,58,80,71,236101.29963453778,2.78859149861781,236099.32780257915,236103.27146649643,3.0,304.891,0.0,304.891,304.891,238678.2926118811,312.7646247086254
DDR4-2666,58,90,71,236186.61399885366,42.71919187649891,236156.40696859098,236216.82102911634,3.0,304.89,0.0,304.89,304.89,238963.8424068278,310.4003146853154
DDR4-2666,58,100,71,236258.02419904212,85.48264612091678,236197.57884029625,236318.469557788,3.0,304.89,0.0,304.89,304.89,236233.07977563396,299.7304475524482
DDR4-2666,58,120,71,236001.79646917677,66.03242435537555,235955.10449413687,236048.48844421664,3.0,299.893,0.0,299.893,299.893,231006.75095139613,280.73168065268123
DDR4-2666,58,140,71,235409.10959900834,6.326763125418164,235404.6359018994,235413.5832961173,3.0,294.897,0.0,294.897,294.897,224048.02819177558,256.7588111888117
DDR4-2666,58,160,71,206538.21384281304,68.48439513234858,206489.7880626095,206586.63962301658,3.0,194.952,0.0,194.952,194.952,213940.35875049522,228.77820979021027
DDR4-2666,58,180,71,194394.96425899345,159.982776628521,194281.83935276637,194508.08916522053,3.0,179.958,0.0,179.958,179.958,200998.43391213994,199.99353846153892
DDR4-2666,58,200,71,186963.49852071208,32.9742560084497,186940.18220068392,186986.81484074023,3.0,169.962,0.0,169.962,169.962,185828.735438962,173.72456177156215
DDR4-2666,58,220,71,175360.37088422634,87.35283762992412,175298.60310038234,175422.13866807037,3.0,159.966,0.0,159.966,159.966,170130.10642381044,153.40763170163206
DDR4-2666,58,260,71,153863.30523217277,21.36155554572237,153848.2003313897,153878.41013295585,3.0,144.971,0.0,144.971,144.971,155076.67894443916,141.11634965034995
DDR4-2666,58,300,71,139212.40434228565,89.5788406848782,139149.06253658654,139275.74614798476,3.0,139.973,0.0,139.973,139.973,141226.21633192577,140.70705594405626
DDR4-2666,58,340,71,125017.83028873563,15.027207131026742,125007.20444867098,125028.45612880026,3.0,134.975,0.0,134.975,134.975,125758.4647261049,134.4154895104898
DDR4-2666,58,380,71,113155.86711961034,52.383623484531114,113118.82630422131,113192.90793499938,3.0,129.976,0.0,129.976,129.976,110364.34659853138,129.19572027972058
DDR4-2666,58,450,71,97197.31558270991,19.649858141410412,97183.42103476876,97211.21013065104,3.0,124.978,0.0,124.978,124.978,96562.23493272412,125.58373426573455
DDR4-2666,58,550,71,80774.78070283329,10.773758021614965,80767.16250547735,80782.39890018925,3.0,124.978,0.0,124.978,124.978,84825.51190083264,123.46309790209817
DDR4-2666,58,600,71,74492.24480428269,5.735801769648993,74488.18897995583,74496.30062860955,3.0,119.979,0.0,119.979,119.979,74795.2041808991,121.84338927738955
DDR4-2666,58,700,71,64532.022601571174,4.335205845705353,64528.957148119836,64535.08805502251,2.99,119.979,0.0,119.979,119.979,65511.198737719584,120.56163403263429
DDR4-2666,58,800,71,56826.25834501878,24.00390327004131,56809.28502224159,56843.23166779597,3.0,119.979,0.0,119.979,119.979,56925.61114728026,119.55962703962729
DDR4-2666,58,900,71,50825.53903106741,7.55033792872417,50820.20013591777,50830.877926217065,3.0,119.979,0.0,119.979,119.979,49151.90505116861,118.66244755244782
