rw_ratio,pause,bandwidth,latency
88,5,14.629542546987382,111.440834
80,22,15.163106702539398,51.8615646
70,10,14.901366864742783,43.7370682
0,30,12.824051392007137,197.129913
10,10,14.631509441364257,102.92453
80,15,15.047832306461967,38.4404488
44,32,14.706351547171748,121.36013
76,5000,2.5071019274179545,109.361702
54,45,13.958590004435276,166.251343
36,37,14.826278895827173,52.3110161
50,75,11.222827496757457,173.580032
100,40,13.123723281908886,210.894867
58,5000,2.973862536302033,99.5250015
36,45,13.76111489593182,83.7628021
90,37,14.087206946929529,197.986115
10,200,9.591062007324188,143.118286
40,20000,0.9791235059760955,103.34375
8,10,14.989946224212215,90.4211121
30,32,15.134948865560446,49.1333923
40,32,15.000554343836615,71.9223099
60,27,15.167098323825977,28.1154232
40,400,8.816766988178983,136.528107
4,2,13.544943750306883,73.610878
90,0,14.056652954265338,57.3996239
36,40,14.381305142675462,128.536865
72,75,10.40071231642297,178.770279
8,35,13.716026276980829,204.815842
82,32,13.296968212060406,195.77063
16,2,14.585784518658922,40.6840401
92,32,14.040330896870925,176.241547
44,200,9.615773907328295,139.865097
26,75,11.349665369649804,176.440231
58,40,14.658594007900952,86.2472076
98,37,12.932607187978817,211.589722
92,25,13.306455542214731,187.305573
94,22,13.251093637253689,167.898849
22,20,15.2619054729091,48.2891312
0,25,13.492907770711666,226.062363
70,22,14.495329960252882,61.8880997
44,50000,1.3958349110185535,100.895836
44,22,15.153454751612218,62.6440697
86,20000,0.9791235059760955,103.34375
44,40,13.882204316377305,133.603439
84,32,13.806206680668666,200.875732
64,2,14.408413031302654,38.3910751
38,50000,0.7843404255319149,92.7083359
76,45,14.105824408037988,126.043686
30,30,14.556327905019922,45.6706543
80,35,14.401215757500163,103.762505
52,15,14.663458462363867,30.2069054
96,30,13.469984685305327,194.494644
90,10,14.934390153583244,97.0903778
34,1000,9.448676180021954,132.768021
24,0,13.49452572730941,7.57833815
12,400,9.134702829154177,137.306702
98,22,12.87183345682258,216.139908
66,20000,0.9791235059760955,103.34375
84,200,9.421284336911041,149.709335
86,50,12.787395183671032,203.786682
36,1000,7.140457647531112,131.051819
2,400,9.044794952681388,135.193878
98,27,13.340231637831174,234.584198
20,42,14.276892600776767,100.205124
64,15,15.064311257762935,54.4109001
40,10,14.6724869274786,35.0465927
2,37,11.764154374621135,211.187485
8,0,12.964954878396213,13.0016928
60,25,14.896603906605879,52.6460686
20,40,13.946699650512443,197.746765
14,400,8.518900634249471,142.526047
8,75,11.146350971427545,173.417252
86,27,14.426759166624068,115.97364
44,50,13.536585296956286,181.423187
10,75,11.14584154093508,177.246521
50,30,14.703887899718316,55.3893585
96,20,14.02662538817247,203.430145
36,22,14.826737916885346,30.9216576
84,35,14.151207545935556,195.352692
50,42,14.09337530595057,85.1716614
76,2,14.674280700961296,35.7685547
46,1000,8.549784650723984,135.421524
42,30,14.910787548379249,54.2789726
42,20,14.790415650686127,57.7655792
84,2,13.863625856225866,86.7792206
8,42,12.967651018520247,200.368179
84,5000,2.7720201454952433,104.573647
12,75,10.937115426576478,175.517426
60,22,15.056015685419379,28.0410442
10,30,14.099744386393125,206.015701
34,27,14.408107372055037,98.2320786
12,50000,1.8002930164414779,103.430557
74,200,9.174070223682886,144.738907
42,50000,0.7843404255319149,92.7083359
24,400,9.134306621452792,137.11644
46,5000,2.692314606741573,104.512817
96,25,13.560113034191309,200.271347
72,42,13.784144265689834,179.113022
78,20000,0.7725062866722547,94.3333359
30,20,15.292062127849057,33.7154388
30,50000,0.5505376344086022,90.75
10,45,13.49531640317377,222.053848
26,45,13.869545668033942,140.906815
16,50000,0.7843404255319149,92.7083359
62,22,14.50529196536243,43.54179
30,5,15.16793433084949,26.4614296
22,5,14.803929581403164,48.210865
12,40,13.354606617258238,174.788803
2,30,12.03375269508643,226.235199
6,75,11.109337283080803,177.33168
32,42,13.881299933157207,159.299576
74,20000,0.9903687285915777,103.0
40,37,14.936448082738544,47.9040985
34,32,14.568444208547293,79.9471893
64,0,13.635597459397138,27.3621044
82,42,11.749138139672466,187.947357
88,15,14.543234257342961,157.041504
88,27,13.913053782234533,166.56955
22,15,14.404414502512392,59.7008018
78,1000,6.11060483404649,105.25872
42,15,15.10309205107277,22.8954372
38,50,13.005791498816771,169.135406
74,5000,2.223811957077159,99.8117676
36,27,14.791310453621163,39.4536743
26,50,13.212578824405067,147.488571
82,1000,6.946798194281892,124.639557
62,42,13.26365520644843,135.992508
86,5,14.136696344934244,86.4318314
58,20000,0.9791235059760955,103.34375
80,20,14.601760480303252,62.4189224
22,75,11.205252813615152,174.356415
24,200,9.779439252336449,149.134048
56,22,14.55033895827081,24.0143509
72,15,14.670857522746422,71.6569138
92,200,9.59417515000337,153.039932
88,42,13.68834251001041,167.54631
24,37,14.289634944744147,111.88929
100,45,12.890662161284032,200.501434
32,22,14.974122344850535,57.6462517
4,5,14.3338835110975,125.143303
8,25,14.332975864131235,172.982895
78,5000,2.5071019274179545,109.361702
32,40,14.070996369786942,114.354927
48,27,14.773069734363999,30.4907951
18,75,10.661523398431331,169.78447
98,15,14.118256585864048,214.694763
62,20,15.180667759497391,53.9369278
4,40,11.943027878247069,225.545776
100,10,13.885577798286425,223.861679
14,40,13.730743596536483,143.058228
0,50,11.305715492561129,198.832245
26,32,14.824249172019977,74.4204025
72,5000,2.5071019274179545,109.361702
30,25,15.15701109431664,39.8043251
26,40,14.028383853526009,155.722305
38,1000,6.414482616745525,115.578819
14,35,13.780529747686096,144.159851
52,5,14.512365413445998,24.1579285
60,5000,2.8111965549061826,102.226891
52,30,14.498623193032953,48.6087418
4,25,13.397905099074864,222.397217
34,20,14.746518133406575,60.1982994
96,10,13.831032817984424,179.145584
12,22,14.196353746122137,146.703613
72,0,14.130631256340141,13.3078127
68,37,15.078116343490304,81.3364029
28,2,14.575975854714807,24.0569038
92,75,11.112623892032907,178.835175
6,22,14.05979845953385,193.19104
78,50,12.959609988624669,131.634094
68,45,13.681659307787196,105.410461
94,200,9.192465871781579,142.468719
52,22,15.288127904051981,30.7154655
22,2,14.195679219987372,40.9082184
38,45,13.506645029399985,117.788864
54,27,14.868753580046056,45.9703789
84,30,13.84025415810129,194.955231
88,37,14.031290882605312,202.266708
54,50,12.651720833263276,214.807526
74,42,14.1227016439402,78.4647598
70,37,14.934588935614803,57.7449036
94,1000,6.810523204256577,117.282219
40,42,13.478766200638567,118.854294
100,200,9.040264026402639,143.305115
88,1000,8.28704493276484,134.195541
8,2,14.122890624560148,67.6905746
64,32,15.084300219553844,81.7730865
76,22,15.110560253992134,46.1682777
98,5000,2.224892703862661,96.1234589
50,5000,3.896344192986819,109.09314
90,5000,4.9102730819245775,117.996613
32,2,14.43550907662972,27.3984375
8,50000,3.312625430582597,108.881943
26,25,14.933302698278213,58.4859848
66,15,14.223538348102208,90.4086609
64,25,14.529702966411687,69.4708633
22,50000,0.99821283509342,96.34375
72,27,14.861672539180137,91.7456207
32,200,9.862088020524967,147.17981
2,42,12.83505285484784,203.988876
10,15,14.233306077548484,137.39267
100,32,11.910186859130752,220.626831
54,42,14.057651299481506,145.685715
6,10,14.303663750049942,144.952591
0,27,14.062712535340477,224.779755
68,5000,2.4884371029224903,108.754906
46,50,13.0717369010432,124.117676
34,20000,0.7725062866722547,94.3333359
72,50,12.367666445539104,209.131531
80,32,14.378236020024897,68.9130554
98,5,14.13778007907165,193.65976
66,75,10.955789629574777,179.044769
56,37,14.392777978897286,44.4669075
38,20000,0.7725062866722547,94.3333359
32,5000,4.767235494880546,121.130585
58,30,14.893901931265784,56.8302231
74,32,14.071454139161798,61.4156151
70,15,15.06774339939716,33.5382118
70,32,13.965285317764693,96.4360962
10,25,14.569127849513283,134.958557
6,200,8.099243770403737,138.597183
38,42,13.729610560457257,161.1427
94,5000,2.7988163837408506,100.683762
62,15,15.331572412999428,25.7301044
52,5000,2.3949325970440145,97.5625
82,50000,0.5505376344086022,90.75
8,200,10.131843270868824,156.896698
56,75,11.131513574446117,179.093765
70,0,14.300291216295852,11.1057634
4,75,11.213836273850648,173.469193
78,5,14.77841356974601,43.4083862
40,15,15.283945897849943,28.6854095
30,50,13.351191026341217,182.947479
80,1000,7.160571794324728,111.44165
64,75,11.964643488509134,184.28653
86,200,8.450723250970901,151.708954
68,27,15.058064057130794,39.1875
24,42,13.893495685539103,85.6710739
40,27,14.399703112935923,59.4569283
16,32,14.571475732885402,106.102905
96,22,14.374622265979003,183.313675
26,200,8.735832655432889,141.667343
18,10,14.625228639088908,86.1571274
18,2,14.251537925604593,32.4137001
88,50,12.690872070206968,204.075516
10,27,14.22800231416181,170.731949
72,25,14.882292395526656,86.225914
92,2,13.892511273568424,135.596771
98,10,13.445698896119982,215.395966
88,75,10.838338587467508,178.396088
22,5000,2.5440472285995406,98.0594025
98,30,13.948390118898365,214.998367
76,5,15.002054261160454,40.2351341
48,30,14.473850564292675,38.0042458
98,50000,0.5505376344086022,90.75
36,50,13.076374496043004,207.928833
2,15,12.113265706815834,227.518951
90,5,13.618405115031967,109.333893
0,32,12.774882866811826,209.081467
60,400,9.495576504713561,143.55484
74,30,14.616902219925453,63.5483284
48,75,11.525547750709908,178.630463
12,30,13.493620482627726,152.395782
52,32,14.86529283586072,53.5118103
90,20,13.901614569649572,140.648132
22,0,13.477365677723366,8.3418541
14,25,14.438046677129847,138.359344
70,30,14.710418242292647,51.2770042
8,22,14.324476357345205,144.466003
82,20000,0.5522696629213483,86.4375
94,20,13.964846482664434,184.369873
2,0,12.648214115517828,16.2426243
12,200,9.863878695561864,145.814011
28,5000,2.5071019274179545,109.361702
98,2,13.875989888663913,180.214218
72,32,14.080489880785775,98.650383
4,20000,1.501840490797546,97.9607849
16,20,14.086493801138408,86.7308807
38,5,14.962843893172314,37.0041313
66,5,14.481211398856756,63.7724762
84,20,13.933067535216965,210.247986
70,400,8.868412692549223,145.545105
36,32,14.908531296257035,61.3725471
2,45,11.94759591884718,198.35994
92,42,13.96554585423246,212.840897
52,35,14.824580687763497,61.1362686
22,1000,6.879043625657953,120.408363
40,22,15.044529611074392,37.14991
82,37,12.340532523483297,205.358932
88,2,14.19159553935306,93.1290588
6,50000,1.1246567819879187,98.6750031
56,25,15.238737913607142,22.7482357
64,27,14.963037486155182,52.7032356
82,200,9.44000699881895,123.346619
50,15,14.847515902605547,41.0383301
0,200,8.982507338482145,148.577484
82,30,13.552146168026939,156.14476
34,50000,0.7843404255319149,92.7083359
16,30,14.019253063181532,150.515015
50,2,14.64136070914808,16.2875252
22,25,14.1966504202608,83.5859528
100,42,12.912651298830298,205.187653
46,400,8.991701511740109,142.008545
48,22,15.59526753682925,26.1226273
20,1000,6.333871876761225,113.070618
28,1000,6.7913007796471065,121.273781
80,50,13.211602603829325,193.81842
86,37,14.047144759168296,129.134415
12,45,13.256727613167119,212.914612
46,75,11.10797929885091,176.951477
56,1000,6.827885387842542,121.425705
24,50000,0.99821283509342,96.34375
6,30,13.685433346097232,206.416748
84,42,13.263842069805245,213.344986
82,75,10.226392026578074,136.64151
6,0,12.8418910004151,14.6467171
42,0,13.794435240487163,10.0969076
98,32,12.777484169229425,224.704269
90,2,14.033602554898296,84.0167923
100,50,11.094125396730343,198.313873
40,5,14.829666410629295,29.1863003
30,20000,0.5522696629213483,86.4375
0,42,11.821847620316023,214.979095
86,1000,8.178567370758664,142.987396
22,200,9.100292431863375,139.166824
80,75,11.413452604640975,171.492859
54,0,14.105990378854012,10.2731743
28,42,14.192384473197782,87.8132095
38,5000,2.5071019274179545,109.361702
62,1000,6.501667488899852,122.78788
24,32,14.386024223615461,70.7991562
94,45,12.37014314180728,207.839584
24,45,13.81026897346914,142.487289
94,5,14.214105344051893,166.583939
66,20,14.64171636082788,92.7088623
64,40,14.003943324334577,180.97139
76,35,14.723956924379383,76.2311249
44,75,11.070605326876514,169.110062
42,42,13.891847691343722,89.6306229
98,75,11.062285714285714,175.488144
32,0,13.65383763486725,7.22048283
40,50,12.532914746198221,206.695541
6,20,13.499266327724394,181.859436
18,35,13.755536164410534,130.931213
6,37,13.225289810103014,214.358276
64,37,14.444818060967705,114.135376
50,27,15.036806706159165,100.073486
74,25,13.84855791486364,46.5293999
