type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,rd_mapped_mean,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR5-4800,0,900,64.81733363224856,0.009311190686793416,64.81074962617302,64.82391763832412,0.5003882287790475,132.4660394467397,0.10438029798716812,132.35146646082273,132.55572994842308,62.71450911241756,131.09623131838129
DDR5-4800,0,1000,58.60073650208895,0.014614285106710657,58.5904026419878,58.6110703621901,0.5003911067924913,130.34518927505795,0.04300989401135501,130.29580367662038,130.3744260794582,53.05794040868933,128.45395724815387
DDR5-4800,0,1500,39.66208544132766,0.013342605054941187,39.65265079481462,39.671520087840705,0.5008354161746715,124.76550647154795,0.07683874226053271,124.67714558696824,124.81664808251841,41.634857040740755,125.09325360883906
DDR5-4800,0,2000,29.948514895786502,0.010491710034675904,29.94109613647474,29.955933655098267,0.500768310508735,122.17500351760593,0.14426405123707473,122.01384379533445,122.29209056183446,30.73257223661099,122.39573115305663
DDR5-4800,0,3000,20.11738459251393,0.004606872664446776,20.114127041612836,20.120642143415022,0.5009323430942905,119.39046682096098,0.12359594317998307,119.26111660724916,119.50736595322742,20.418699524886293,119.57569995943898
DDR5-4800,0,5000,12.184033471689524,0.009698640955377811,12.177175496901684,12.190891446477366,0.5010952077707596,117.22807024420847,0.03626248208547775,117.187253749699,117.25657033544145,11.041627461128058,116.85570195517823
DDR5-4800,0,40000,1.6474618895268214,0.006309803750610076,1.6430001845068085,1.651923594546834,0.5053043252406034,114.03858955196098,0.14102427522736874,113.89700359925416,114.179045357,3.760407256474238,114.43427380108321
DDR5-4800,0,100000,0.7337678444310881,0.0014477005348932015,0.7327441655657377,0.7347915232964385,0.5112996554192623,112.9664454626098,0.31777302639879407,112.62007718405016,113.24451743727758,-0.7111126594645043,112.365439105477
DDR5-4800,0,500000,0.22604865233123217,0.003170474522651557,0.22380678829668607,0.22829051636577827,0.5260462196924243,110.70320410580155,0.3709246397100561,110.40019146647992,111.11686037044146,-1.6590838570774764,110.703221476683
DDR5-4800,0,1000000,0.15295574746700896,0.0012356992525393647,0.15208197614603125,0.1538295187879867,0.527023460813631,109.30989273005297,0.3241271610430844,109.11585543530268,109.684076603801,1.6303420932459858,109.50164452302464
DDR5-4800,20,0,193.13023270311942,0.0570896679289544,193.08986421179117,193.17060119444767,0.5623653399939625,437.55429442738233,0.33351880558394764,437.3279725091237,437.937304577107,193.37807382466883,435.55635360137404
DDR5-4800,20,5,193.92058260031524,0.1316914451724901,193.82746268640952,194.01370251422097,0.5619835390541638,444.56207406739185,0.29282372437799925,444.29781732253343,444.8768825240017,193.69830631110815,448.31186399779847
DDR5-4800,20,10,193.65671606817077,0.05064317718393245,193.62090593416318,193.69252620217836,0.5609945794350537,455.0475336203863,0.8473698126825766,454.25123907278265,455.938095195908,193.57745739626154,456.64960543382335
DDR5-4800,20,15,193.67126165898705,0.05732174708757078,193.63072906291197,193.71179425506213,0.5607040754225626,465.9511976636299,0.1340324785014487,465.81733705072907,466.0854013491288,193.12714388347413,461.29459852362027
DDR5-4800,20,20,192.08449709053036,0.012083570820167588,192.07595271566245,192.09304146539824,0.560550563661196,464.75349646488803,1.3605309654856024,463.4394613698378,466.1561870874114,192.45898257609113,462.97186388136095
DDR5-4800,20,25,191.25496375847922,0.011289124224608817,191.24698114218634,191.2629463747721,0.5626992301443001,459.3748513396354,0.5949762036606957,458.76384096197324,459.95237936154183,191.68459027745814,462.4064221212177
DDR5-4800,20,30,190.76696666311886,0.07498586957294927,190.71394364625067,190.8199896799871,0.5646418553901541,459.1939305547659,0.14682576839474373,459.02625959066216,459.2995063705803,191.01605865734348,460.98274636426663
DDR5-4800,20,35,190.23114185469268,0.03982987319591188,190.20297788126206,190.25930582812333,0.5655699903698345,458.6125157448718,0.45809988156847387,458.084243300898,458.9001396273746,190.37352328694448,458.38068230137753
DDR5-4800,20,40,190.24794786192786,0.058096490511682954,190.2068674395239,190.2890282843318,0.5670924547234278,453.5309401912146,1.50379028211152,451.88139166977595,454.8254244360067,190.01655979946327,455.12264482582697
DDR5-4800,20,45,190.063401472089,0.03126643289399913,190.04129276536614,190.08551017881186,0.5676401388779959,453.64378148857526,2.588708648247731,450.7107441026722,455.60968103336626,189.9575271538192,452.66272050620984
DDR5-4800,20,50,189.7990009858171,0.07570078256070625,189.7454724491273,189.8525295225069,0.5683519567079587,450.7732700664308,2.359414072506596,448.10640706563714,452.5891081036722,189.9262462722856,450.6503895018305
DDR5-4800,20,55,189.2341138857044,0.0821876569218583,189.17599843616514,189.2922293352437,0.5687266370070829,449.7099511923946,0.698079173301121,448.9894801399164,450.3832452261087,189.85101520212376,448.1204770108028
DDR5-4800,20,60,190.38696313303183,0.1671375546015692,190.2687790347821,190.5051472312815,0.5710181855887013,443.910912737787,2.541961573288213,441.46255267585616,446.53713356538793,189.75114398529269,445.6960433490576
DDR5-4800,20,65,189.73204865557966,0.0026029662870499996,189.7302080804669,189.73388923069245,0.5715144365793953,442.7047982098222,0.9527074237405018,441.7796876653779,443.68289135230094,189.60455816673414,444.39765494990957
DDR5-4800,20,70,189.320112745103,0.029155847975247305,189.29949644728845,189.34072904291753,0.5718970356189477,442.83326149207466,0.681268916548413,442.08586369690465,443.41950388752844,189.35202456046918,442.28457604325627
DDR5-4800,20,80,188.68158298486043,6.741487133668133e-05,188.68153531534776,188.68163065437312,0.5728289421010149,439.8254786425362,1.0635962463366304,438.9013797948562,440.98807639804846,188.43212291550304,444.3225925809496
DDR5-4800,20,90,188.35711248061887,0.0007057792007106393,188.35661341936003,188.35761154187773,0.5735112963823603,438.2502693559086,0.36000226541762204,437.96242856650844,438.6539249832475,187.94731328418436,441.7496374521445
DDR5-4800,20,100,187.7077556241823,0.08443589809540078,187.6480504280635,187.76746082030115,0.5742166551964443,437.632945253291,1.351502874522873,436.5264160415954,439.13923391318565,187.54503643909095,429.16500153956537
DDR5-4800,20,120,186.31271161139819,0.12972895744675506,186.22097938587132,186.40444383692503,0.57574909409112,428.61113304049996,0.603476075981392,428.2275373846622,429.3067405089565,186.98487517791082,416.4385670993245
DDR5-4800,20,140,185.15897199518565,0.059756410446030014,185.1167178321399,185.2012261582314,0.5769669498796267,425.00313634125195,0.041717461579363756,424.9763888960836,425.05120555681935,187.58666397391863,410.130357279498
DDR5-4800,20,160,189.8631387599912,0.0467175381410894,189.83010447197128,189.8961730480111,0.5866157212301237,369.9985097722247,2.2453656053568514,368.39745613928596,372.5651444987776,188.72835375450882,402.9044010892607
DDR5-4800,20,180,188.18840726121817,0.01669545841090893,188.1766017893608,188.20021273307555,0.5895592394765448,351.23961154485005,1.6072636728604488,349.65912538185785,352.87237710707853,189.93731547422774,391.059028890115
DDR5-4800,20,200,187.44026756169944,0.3776084934178678,187.17325803537005,187.70727708802886,0.5826212580884294,396.01065186417674,2.314745350374906,393.39400337019237,397.7911085409799,190.07749949771986,371.5438928470434
DDR5-4800,20,220,192.39143276965825,0.016552475597204287,192.37972840191804,192.40313713739846,0.5910266929415423,392.8869061576438,0.7202534670357208,392.24927844908365,393.6681464771421,188.6556897278127,346.15117001536726
DDR5-4800,20,260,185.8137260521922,0.035486131847021755,185.7886335677251,185.83881853665932,0.6012825442598946,323.7407461105123,0.4386478980903206,323.3225828744365,324.1973486559382,184.39151813956244,315.4777474579994
DDR5-4800,20,300,177.30155161405798,0.09860549305093531,177.23182700125943,177.37127622685657,0.6089827359411697,270.9513514844002,1.553717916343274,269.65160190270063,272.6722200344381,174.65135877863963,282.4297666341279
DDR5-4800,20,340,163.55319279558336,0.060802134209993565,163.51019919417286,163.59618639699386,0.6152203655295667,221.6365611107018,0.8717820093637125,220.77108934768395,222.51451923156353,161.9344888471718,241.6626760996274
DDR5-4800,20,380,149.13677053063554,0.030322366639601875,149.11532937956304,149.15821168170802,0.6172759669114417,192.96374472277316,0.46684295555098015,192.59560388354015,193.4888379964833,146.09030373738554,198.19006692867504
DDR5-4800,20,450,128.15033062212237,0.01652712396717112,128.13864418069167,128.16201706355307,0.6153427521511686,167.2783569249231,0.12142185430830116,167.13849913293313,167.35683656465386,128.3588250552448,167.59959807733765
DDR5-4800,20,550,104.02571791976607,0.015123013609351784,104.01502433429093,104.03641150524122,0.6055335614482615,148.14918470325418,0.0828183965634737,148.05593123354012,148.21416163154515,111.57143984025416,151.30700202875545
DDR5-4800,20,600,95.76424555293576,0.027172473554172395,95.745031712624,95.78345939324754,0.6046853122424228,142.97106429319567,0.35427031352303556,142.5672732009632,143.22972268295987,97.3078497867719,141.04955205882462
DDR5-4800,20,700,82.97472225041301,0.008346844348377184,82.96882014017275,82.98062436065325,0.6045424433303968,136.48193085114994,0.16003442615853136,136.30267560814548,136.61043887835285,84.46799179979263,135.282445275108
DDR5-4800,20,800,73.19406534429265,0.019542366665653448,73.18024680430293,73.20788388428237,0.6046090701141478,132.78556676661037,0.061952186883559926,132.72048017051506,132.8438175483194,73.04371274116629,131.1617771086508
DDR5-4800,20,900,65.42028737355368,0.0050513971629150434,65.41671549636531,65.42385925074204,0.6042505412481025,130.30086202163378,0.09767575167396815,130.1880791604264,130.35800984399165,63.02068595528948,128.8022430854856
DDR5-4800,20,1000,59.18723264310048,0.0005990536803955504,59.18680904818078,59.18765623802018,0.604262946678396,128.29036814872075,0.16049016185604642,128.1257559701622,128.44639136664213,53.558526759277626,126.81255591754228
DDR5-4800,20,1500,40.02969750806383,0.018385015839196613,40.01669733869171,40.042697677435946,0.6039065183048111,123.50910379985675,0.12405701037695276,123.40478493414547,123.64628277467894,42.05904323099814,123.94379190358086
DDR5-4800,20,2000,30.26917594886521,0.013971967682826788,30.259296275770165,30.279055621960257,0.6032369245615681,121.15823321474583,0.10918395732014119,121.07584024215386,121.28207160982107,31.046509792712868,121.51134203031134
DDR5-4800,20,3000,20.295609791166765,0.00011087348278836601,20.29553139177523,20.295688190558298,0.6024437710878802,118.8473804943718,0.18821566827014213,118.63083163444985,118.97162618703344,20.629675561565733,118.92317468463472
DDR5-4800,20,5000,12.355996910675321,0.024197037680695057,12.338887021246675,12.373106800103967,0.601950947522264,117.02810244139744,0.08675332848530216,116.93893478740469,117.11222090022909,11.160851602203813,116.47879724247754
DDR5-4800,20,40000,1.6630292133358473,0.0068657008718333735,1.6581744296917755,1.667883996979919,0.5990814559295516,113.84797652295985,0.007788145773172295,113.8396005916672,113.85499963336788,3.8073941873246326,114.27290033562247
DDR5-4800,20,100000,0.7355116860275683,0.009617268658028168,0.7287112501429838,0.7423121219121529,0.5957083253806288,112.86519601808475,0.13414351656432738,112.71086046844984,112.95376057426422,-0.7087149005278661,112.35216822786577
DDR5-4800,20,500000,0.2431870222852049,0.012751039329844487,0.2341706759078955,0.2522033686625143,0.5859369253777762,110.54701185903512,0.26543244631518453,110.27760985700334,110.80828815200334,-1.6654938788098121,110.76328518300403
DDR5-4800,20,1000000,0.16879964249421744,0.0030537566332363266,0.16664031047076264,0.17095897451767225,0.5663302126467387,109.52391517635506,0.5492156357827778,108.93342937788964,110.01948956573914,1.6590390350227011,109.55293546483378
DDR5-4800,40,0,196.7677918070202,0.002364291747899156,196.76612000029255,196.76946361374783,0.6341592872275099,398.2387913827603,0.05516545377884414,398.1840399142509,398.2943617053729,196.69257281851674,396.1652737086618
DDR5-4800,40,5,196.77552167054785,0.023193040905566974,196.75912171404718,196.7919216270485,0.6335878684485658,402.5114808525797,0.2559718419031402,402.3555726130335,402.8069000258177,197.07742222086947,406.62909666576246
DDR5-4800,40,10,197.23373636496638,0.011021159693120067,197.22594322821084,197.24152950172194,0.6334084070489057,411.98513980814323,0.5039670172494122,411.5026651858679,412.50815084697825,197.13264198951026,412.87649343048827
DDR5-4800,40,15,197.3842771550838,0.12236249733543332,197.297753803455,197.4708005067126,0.6344293853047764,419.95173425950725,2.3289452903045453,417.3060647415769,421.692074427602,196.93833289915852,415.7114288086834
DDR5-4800,40,20,196.44625762356344,0.04079310659070315,196.41741254126748,196.47510270585937,0.6347484797975325,416.5789000584443,1.4076836119144165,414.9701509147759,417.5845649574482,196.57459572453374,415.93786760619224
DDR5-4800,40,25,195.9387346571629,0.043865867557640464,195.90771680475027,195.96975250957553,0.6356977384749722,413.8131125426767,1.237697355801867,412.39915190364053,414.7001795857509,196.12153124035575,414.3597746288599
DDR5-4800,40,30,195.62054674299685,0.22289762134704794,195.462934323432,195.77815916256168,0.637371753115261,409.8113281829046,1.2365639922115823,408.3845910590602,410.5737517284398,195.77821031533747,412.7067725757132
DDR5-4800,40,35,194.88135883058854,0.021482577911430243,194.86616835407,194.89654930710708,0.6379241183686695,408.09368987638237,1.299015155216695,407.1372081605636,409.57257923349664,195.31596619573554,410.2797268018773
DDR5-4800,40,40,195.460067170841,0.021610024724416466,195.44478657581678,195.47534776586525,0.6389971300403301,408.0816551705396,1.3614304409966929,407.1608379152124,409.6454968647692,195.09074183216654,407.94908701074496
DDR5-4800,40,45,195.18537425897864,0.06018019645174813,195.1428204339745,195.22792808398282,0.6393711065866059,406.868783165942,0.145752496148988,406.7241805306371,407.0156589331789,195.1226367337785,406.90969246178315
DDR5-4800,40,50,195.13571794627973,0.10875764581634535,195.0588146774171,195.21262121514235,0.6399143171610423,406.9917223226884,1.340931974198328,405.7168762664214,408.3901803099682,195.26756375541834,405.95892072300535
DDR5-4800,40,55,194.78532415312236,0.018126528954099146,194.77250676157954,194.79814154466516,0.6400329666652907,406.2287139584209,1.1215587257710822,405.0514483384448,407.2847098182642,195.40507728309086,404.9860122189414
DDR5-4800,40,60,195.85959304545355,0.00713599942504346,195.85454713186957,195.86463895903756,0.6420169590654665,402.26842756153064,0.9003292047677924,401.5255840321505,403.26971462539296,195.5181225101852,403.41799895754764
DDR5-4800,40,65,195.73841226055558,0.14628221651112283,195.63497511329356,195.8418494078176,0.6424570514684014,401.6269745637721,2.133704726820904,399.16321049778264,402.8686459589766,195.34794315511627,401.8832241476311
DDR5-4800,40,70,195.53026179098606,0.03519043235988898,195.50537839763152,195.55514518434063,0.6426484829812176,399.30841234183436,2.194894856777986,397.1321551083779,401.5214817448628,195.19275392751928,399.7248947753852
DDR5-4800,40,80,194.71450069010382,0.1287143081754149,194.62348592995724,194.80551545025037,0.6427951629495057,397.020739223966,1.8861415738692517,395.79319342331775,399.1925167831924,194.90420808127837,401.76000915164605
DDR5-4800,40,90,194.22390598873017,0.035538647672336665,194.19877636996685,194.24903560749345,0.6428236801442686,394.37225532949105,0.1258970612560408,394.22709498631104,394.4516491718094,194.81862253373808,399.8707093321383
DDR5-4800,40,100,193.36658397474895,0.1258679660209932,193.27758188244132,193.45558606705654,0.6429916715791557,392.5557492225396,1.4872770267556286,390.83946448421244,393.46650315938626,193.69445465113697,388.4088465107691
DDR5-4800,40,120,193.35876269949972,0.20736395660402074,193.21213423961134,193.5053911593881,0.6443312069256648,384.92946167673693,0.07685898120940814,384.8792245265703,385.0179401330535,192.85999769600278,374.24776492574523
DDR5-4800,40,140,192.4102443283714,0.09936327416816434,192.33998388340618,192.48050477333658,0.6449782201025137,381.60040998380714,1.9599834960738554,379.9150587016572,383.7512249892843,192.74007479150367,359.64848119610406
DDR5-4800,40,160,191.35450142579145,0.043235177632811664,191.3239295385015,191.38507331308142,0.6556408250759009,320.08480913530826,0.20201011390744353,319.858035932485,320.2455087579916,192.14356148597668,339.5768590786915
DDR5-4800,40,180,185.8913455098965,0.50701626925136,185.53283086773698,186.24986015205604,0.6580906518481073,286.9551418190992,6.903477418245818,282.43002187125086,294.9010518224883,190.10667388090852,314.4385518804658
DDR5-4800,40,200,188.6085710093647,0.09259062714049941,188.54309954903937,188.67404246969008,0.6562081790069179,301.80965143808197,1.2448199089140461,300.54080790867556,303.02896950046653,185.6851140672859,285.39024293630183
DDR5-4800,40,220,184.42995678771496,0.08069463015154715,184.37289706752944,184.48701650790045,0.6580282426221769,277.20877814188407,0.25982791563472013,276.9087761478629,277.36188533119065,179.0094976038202,256.05302968501235
DDR5-4800,40,260,170.59918503822786,0.017233304930334876,170.58699925144938,170.61137082500636,0.6602938469040475,225.15708320209032,1.4325106535928627,224.25882932900333,226.80909906005184,169.83766048663693,228.55097461641202
DDR5-4800,40,300,156.41044193569644,0.054003197074350036,156.37225590883943,156.44862796255347,0.6611649254032042,197.37214620574582,1.8007203150954934,195.35470807868896,198.81681389677593,157.0157372525898,206.71708097314286
DDR5-4800,40,340,141.04224819705632,0.07573359826735683,140.9886964561578,141.0957999379548,0.661410210834585,174.9332048799738,0.6298637399416993,174.22502339826423,175.430779322398,142.3522570534356,183.2661565234408
DDR5-4800,40,380,127.93235873838097,0.021222132676238393,127.91735242445435,127.94736505230757,0.6612590350968243,161.71261404606912,0.5950759487045351,161.31905555306355,162.39719362996826,125.88468842521596,160.0815943496645
DDR5-4800,40,450,109.97476326765859,0.00609183533502805,109.97045568958332,109.97907084573386,0.66107628528922,147.82692543958805,0.18197679461122623,147.6286463946856,147.98631128177257,110.1870132169825,146.37858717389022
DDR5-4800,40,550,91.46968641635276,0.010919414582001035,91.46196522425524,91.47740760845028,0.6606950716492801,137.9344204310184,0.07978584134153485,137.84605303631105,138.00116921518895,96.23289573752612,139.5767182432768
DDR5-4800,40,600,84.3558932827051,0.008447239736558173,84.34992018220507,84.36186638320513,0.6605151586965954,135.07266246369122,0.12217320737507549,134.9444005304348,135.1876653278495,84.76615957985882,134.2379120196312
DDR5-4800,40,700,73.1170984609522,0.00562650694146005,73.1131199197395,73.1210770021649,0.6604087710890054,130.96519444516946,0.20381838508970745,130.7299916974214,131.089985025495,74.23928047499204,130.6213261647428
DDR5-4800,40,800,64.35124443465978,0.00919773332449046,64.34474065505448,64.35774821426506,0.6600842371024465,128.44305082447437,0.07546253621397803,128.35598376975085,128.4895993739214,64.51192370191036,127.83916346043667
DDR5-4800,40,900,57.61266706078297,0.02402589431451795,57.5956781879891,57.629655933576835,0.6602381208507011,126.96295530789799,0.05424616407161286,126.92417811402508,127.02494546869062,55.71523445806862,126.05006348622295
DDR5-4800,40,1000,52.084125334137255,0.024678590133065052,52.06667493570404,52.101575732570474,0.6601871129657317,125.50004530858918,0.15232513302153777,125.40375735242476,125.6756624927709,47.150425572036966,124.36602484495265
DDR5-4800,40,1500,35.2255303003851,0.002003460105203969,35.224113640158876,35.22694696061133,0.6600386045334838,121.77293762588072,0.12373972709778662,121.67777442304015,121.91282033065886,37.01420720913584,122.12900084118253
DDR5-4800,40,2000,26.62065450467032,0.00040215951443839306,26.620370134950544,26.6209388743901,0.6596715471501486,119.79870903958249,0.1755369315508979,119.62353553727425,119.97460715696488,27.326141835834427,120.17029641904912
DDR5-4800,40,3000,17.93584599607837,0.01050169297852707,17.928420177759314,17.943271814397423,0.6595579711337335,118.00033815426757,0.025319629434936503,117.98040553410368,118.02882746693477,18.170720239899683,118.0629103296896
DDR5-4800,40,5000,10.845295770283645,0.007931523966474396,10.839687335901807,10.850904204665483,0.6586075684167372,116.3989120133233,0.10293607708990356,116.28531865735786,116.48601129972576,9.832540399579472,115.99748905232755
DDR5-4800,40,40000,1.4904371134399885,0.004725484395595742,1.4870956913794715,1.4937785355005053,0.6484073729265353,113.64067444969174,0.11169978206968646,113.5208426003729,113.7419072865184,3.3552294074240336,114.06817469602086
DDR5-4800,40,100000,0.6480456224433475,0.0009731885060605807,0.6473574742513393,0.6487337706353558,0.6380644210472557,112.886001061,0.16094039672868612,112.70673794611372,113.01806330344984,-0.6238416181219009,112.322446195859
DDR5-4800,40,500000,0.20343661211516684,0.0011986072472864458,0.20258906880263125,0.20428415542770242,0.5940793872394394,110.68848160478929,0.3199989937561226,110.45151377875418,111.05249360799833,-1.467301558613599,110.80778248693164
DDR5-4800,40,1000000,0.15301502449918447,0.002876504967007177,0.1509810283308969,0.15504902066747203,0.5712445760123321,109.47444746518617,0.615067576696903,109.02217069447492,110.17481408241972,1.4622207043937294,109.57166250432847
DDR5-4800,60,0,199.9974399276855,0.042534310883304234,199.96736362802682,200.0275162273442,0.7244777431625222,320.7827657116427,0.54192068400927,320.29279393914885,321.3648328557141,199.8228686249109,317.93905788682656
DDR5-4800,60,5,200.502997161807,0.07576038474002433,200.44942648001205,200.55656784360198,0.723772021352857,329.4584462894777,0.39994946248489716,329.00146896675585,329.74471355786955,200.77298231333,334.9645021869864
DDR5-4800,60,10,201.4309334601565,0.20652850765364195,201.28489575188627,201.57697116842672,0.723085470574635,348.39080083154016,0.4113381746110114,347.91586872565387,348.63362552154183,201.53441147105002,347.61317352540203
DDR5-4800,60,15,202.2968666779281,0.0036922668582919775,202.29425585099466,202.29947750486156,0.7246723351585327,357.57951988259146,0.45885374651870453,357.0513572494364,357.88006947851335,202.1260021003934,356.48686022662
