type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,rd_percentage_actual_mean,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR4-3200,20,70,133.9374877033812,0.04123023753849964,133.9083335228278,133.9666418839346,0.5555555555555556,491.7277877089378,1.9523431826707816,490.34727260526796,493.10830281260763,133.79411061418676,479.5016220116386
DDR4-3200,20,80,134.0907405347304,0.14684671664222354,133.9869042255977,134.19457684386308,0.5555555555555556,434.9668743832389,1.9648587070440415,433.57750946741464,436.3562392990632,134.11994313640758,444.7746191709136
DDR4-3200,20,90,133.8913556542029,0.08059108237803655,133.83436915335022,133.94834215505557,0.5555555555555556,443.3672299194636,0.09479285697101697,443.3002012474914,443.4342585914359,135.1301849488179,392.67497159351603
DDR4-3200,20,100,133.83815569749143,0.01786120226930278,133.82552592024666,133.8507854747362,0.5555555555555556,355.37926575736094,3.447216891475933,352.94171531717745,357.81681619754437,135.70143548494863,330.5860591015772
DDR4-3200,20,120,134.50783734873968,0.03313950837683204,134.48440417764124,134.53127051983813,0.5555555555555556,234.68294305192728,0.6234819841401089,234.24207471299417,235.1238113908604,134.9779216759298,267.058658164299
DDR4-3200,20,140,136.00751122549588,0.06416261852509854,135.9621414028381,136.05288104815367,0.5555555555555556,175.45639454582206,0.8307769262782819,174.86894654759737,176.04384254404675,133.05264063087833,209.25655342443918
DDR4-3200,20,160,133.01281570513686,0.019029252201010396,132.9993599918646,133.0262714184091,0.5555555555555556,145.81003755250828,0.07422563395468809,145.75755210340105,145.86252300161553,129.18553991585296,165.5406866078134
DDR4-3200,20,180,123.22858803424641,0.029784974955833876,123.20752687647767,123.24964919201516,0.5555555555555556,138.0300947450666,0.030481045945640415,138.00854139078078,138.0516480993524,123.35765168276333,132.19219084582014
DDR4-3200,20,200,114.46741326824377,0.06120046052264568,114.42413800759647,114.51068852889107,0.5555555555555556,133.9687724314574,0.01842786073168463,133.95574196617127,133.98180289674355,115.91292154115604,122.8506819011198
DDR4-3200,20,220,107.81888575924249,0.014478100751861478,107.80864819602215,107.82912332246283,0.5555555555555556,130.56295411040338,0.00671174131139427,130.55820819260853,130.56770002819826,108.68740013356701,125.36946244457157
DDR4-3200,20,260,97.7124653986024,0.01316218374685651,97.70315832921978,97.72177246798502,0.5555555555555556,128.93239286932206,0.11115358317734159,128.85379541690418,129.01099032173994,100.25274138926585,126.99393060903844
DDR4-3200,20,300,90.63183773799537,0.02209571864844476,90.61621370550387,90.64746177048688,0.5555555555555556,127.869973824826,0.14698196774410358,127.766041878722,127.97390577093,91.39712848010335,127.5395209608711
DDR4-3200,20,340,85.47519019735083,0.019942000777785344,85.46108907337042,85.48929132133122,0.5555555555555556,127.1689254183567,0.10944808231229423,127.0915339371658,127.24631689954758,83.06792648433007,126.88617063670551
DDR4-3200,20,380,81.18871199243559,0.017085270531992793,81.176630881784,81.20079310308716,0.5555555555555556,126.35265197392445,0.010932524104124739,126.34492151199494,126.36038243585396,75.00512746930686,126.31046403964434
DDR4-3200,20,450,63.17837460245598,0.027103004002220626,63.159209884535485,63.19753932037648,0.5555555555555556,126.2826662005354,0.019233480221165264,126.2690660762452,126.2962663248256,67.30601493329053,125.76642091036348
DDR4-3200,20,550,56.04709131108772,0.04664505641791805,56.01410827538578,56.08007434678966,0.5555555555555556,124.63052272367054,0.055175199166229406,124.59150796618678,124.66953748115431,60.36781387626547,124.94622924058186
DDR4-3200,20,600,53.54408807436303,0.08618028703069514,53.483149408999026,53.605026739727045,0.5555555555555556,124.20856220321062,0.05696030316545559,124.16828518658389,124.24883921983736,54.48338180550736,124.06182352658968
DDR4-3200,20,700,49.76452603225141,0.04892786838822605,49.7299288047251,49.79912325977773,0.5555555555555556,123.09534398864629,0.025241885478921974,123.07749528025421,123.11319269703837,48.73157829243241,122.81917927459725
DDR4-3200,20,800,44.69592810671806,0.0246312870671415,44.67851115660353,44.71334505683258,0.5555555555555556,121.35877247376638,0.00333041803264443,121.35641751259132,121.36112743494145,43.51738478917961,121.33028386377829
DDR4-3200,20,900,40.17689643297879,0.009335440670499193,40.17029527957532,40.18349758638227,0.5555555555555556,119.66178238038948,0.007858553722188138,119.6562255437622,119.66733921701676,39.199782928119475,119.5879858177369
DDR4-3200,20,1000,36.61162002481355,0.007264798867163653,36.606483036270625,36.61675701335648,0.5555555555555556,118.46659598149967,0.0035825949165017813,118.46406270433995,118.46912925865936,33.54819096552673,117.6486698856679
DDR4-3200,20,1500,24.991046999418778,0.05978751217154914,24.948770844132003,25.033323154705556,0.5555555555555556,115.56409894541999,0.034006462179634885,115.5400527454086,115.58814514543137,26.556208606724713,115.8979909529408
DDR4-3200,20,2000,19.002305288617677,0.028025653166946527,18.98248815921615,19.022122418019208,0.5555555555555556,114.38944029045629,0.014783535594435545,114.37898675218756,114.39989382872504,19.511714836835065,114.6618828089814
DDR4-3200,20,3000,12.980929050463457,0.002625109040578026,12.97907281805951,12.982785282867404,0.5555555555555556,113.12056508739106,0.019485891142125258,113.106786481627,113.13434369315512,13.014332221058694,113.989810400209
DDR4-3200,20,5000,7.9410415039580435,0.029167296578106117,7.920417110758786,7.961665897157302,0.5555555555555556,112.53836515389423,0.021258406924390693,112.52333319020077,112.55339711758769,7.082954838738573,113.7789463023944
DDR4-3200,20,40000,0.8893475900616034,0.0014167882114072274,0.8883457695098121,0.8903494106133946,0.5555555555555556,114.87144169469047,0.0003214425951718035,114.87121440045166,114.87166898892927,2.443318205580752,113.92987925046502
DDR4-3200,20,100000,0.4270480595174632,0.0012096706757804725,0.42619269317961633,0.4279034258553101,0.5555555555555556,115.23673880287659,0.013206328720759745,115.22740051828356,115.24607708746962,-0.4284611908968117,114.3989583054443
DDR4-3200,20,500000,0.16549235302618764,0.0018243612598392556,0.1642023348080213,0.16678237124435402,0.5555555555555556,115.47098986383449,0.0004482248992632032,115.47067292096872,115.47130680670026,-1.0562668631761198,115.14253252835586
DDR4-3200,20,1000000,0.1353334125095995,0.0010884432839483214,0.13456376688258267,0.1361030581366163,0.5555555555555556,115.50876289545296,0.0050418958752848865,115.50519773668951,115.51232805421641,1.0360176762607978,116.11695098022334
DDR4-3200,22,0,139.47344443181208,0.0002441667206620873,139.47327177986818,139.473617083756,0.5617977528089888,509.4247576229865,0.7335223085708811,508.90607902444435,509.94343622152854,139.27119704732692,508.09212393103985
DDR4-3200,22,5,138.98582823350728,0.17269639321654054,138.86371344277742,139.10794302423716,0.5617977528089888,503.7329422968793,1.037117370181709,502.99958957153746,504.4662950222212,139.32500032931145,506.65494514887763
DDR4-3200,22,10,139.23014588621845,0.15018748085576333,139.12394730005602,139.3363444723809,0.5617977528089888,506.4326518374803,1.7542001745681741,505.1922449984845,507.67305867647605,139.350043608086,505.51718812290335
DDR4-3200,22,15,139.55677168204346,0.08354576070539782,139.4976959081093,139.61584745597764,0.5617977528089888,505.6114217313679,0.18162806722657987,505.4829912933782,505.7398521693576,139.35239484055245,504.64216786982075
DDR4-3200,22,20,139.5896543376123,0.0049621570078238544,139.58614556274276,139.59316311248185,0.5617977528089888,504.46927258995765,0.7489348512157146,503.9396956779961,504.99884950191927,139.33812198361255,503.99319940633353
DDR4-3200,22,25,139.2720643184432,0.04972871425352349,139.23690080737487,139.30722782951156,0.5617977528089888,502.05113397142446,0.03937867103705542,502.02328904610005,502.0789788967489,139.31329299416845,503.5335977491466
DDR4-3200,22,30,139.05116009568195,0.013572104732281431,139.04156316839078,139.06075702297312,0.5617977528089888,504.86461988254086,0.15742391972890227,504.7533043613796,504.9759354037022,139.33128741107015,503.4430635205267
DDR4-3200,22,35,139.35099393810566,0.001802185998171387,139.34971960016537,139.35226827604592,0.5617977528089888,502.12950451868335,1.0459103558761156,501.38993421353007,502.86907482383657,139.25949852293365,502.74195219623624
DDR4-3200,22,40,139.1623638576106,0.016359487998673383,139.15079595270998,139.1739317625112,0.5617977528089888,502.73505463886715,0.29903221116633594,502.5236069345582,502.94650234317606,139.20914423099123,502.56309778612683
DDR4-3200,22,45,139.27990934588593,0.004859163098762372,139.27647339870788,139.28334529306395,0.5617977528089888,502.81940292755905,0.7819231960810166,502.2664997332431,503.372306121875,139.23877059213152,502.91361178571776
DDR4-3200,22,50,139.24703715078056,0.01786752265102203,139.23440290435101,139.2596713972101,0.5617977528089888,502.99631348801336,0.7542562854738153,502.46297375380226,503.5296532222245,139.25145056222553,504.15875283120045
DDR4-3200,22,55,139.22988595396748,0.05935756209367796,139.18791381929634,139.27185808863862,0.5617977528089888,503.48833837314453,0.44529125145987575,503.1734699096342,503.80320683665485,139.2484806568001,503.72028423896444
DDR4-3200,22,60,139.32069114938326,0.031965796415402245,139.2980879179719,139.34329438079465,0.5617977528089888,504.62434105633724,0.11073729934519541,504.54603796103993,504.7026441516345,139.15510645421116,517.8480674482971
DDR4-3200,22,65,139.2370593030254,0.03341219064252566,139.21343331644778,139.26068528960303,0.5617977528089888,506.26476845311913,0.2910735049894294,506.0589484039173,506.4705885023209,139.045894353546,525.9387658781992
DDR4-3200,22,70,138.90738211776417,0.16952097644723624,138.78751268576497,139.02725154976338,0.5617977528089888,505.5976965713181,0.6475160087567451,505.13983361059934,506.05555953203685,139.01168553364354,509.9184730825599
DDR4-3200,22,80,139.1659589711649,0.061032072242939564,139.12280277901206,139.20911516331776,0.5617977528089888,497.4967651097121,0.3914540177360345,497.2199653192483,497.773564900176,140.14566175476605,469.0243586921834
DDR4-3200,22,90,139.0861471605557,0.041720837876612585,139.05664607317635,139.115648247935,0.5617977528089888,504.7098374394193,0.24500606433333494,504.5365919898974,504.88308288894126,141.11359265788815,409.04880427624926
DDR4-3200,22,100,139.5860610527101,0.0009486729575318185,139.5853902396287,139.5867318657915,0.5617977528089888,338.09017627408264,2.9273972547979703,336.0201938239881,340.16015872417717,140.86484122891733,338.22792893297805
DDR4-3200,22,120,140.79138330513513,0.1462251796409792,140.68798648903075,140.89478012123948,0.5617977528089888,199.0347782845388,3.7668804445251127,196.3711915782961,201.6983649907815,138.92451246162133,265.2132010256968
DDR4-3200,22,140,141.57888913641682,0.007482057445344924,141.57359852285998,141.58417974997363,0.5617977528089888,151.37314285981816,0.11939166823363702,151.28872020159298,151.45756551804334,135.44609572679946,198.5033212597739
DDR4-3200,22,160,130.35694816522135,0.05940889885110237,130.31493972998092,130.39895660046182,0.5617977528089888,137.193709872882,0.31531196676492246,136.97075064299327,137.41666910277075,129.89491351770198,146.45844139001275
DDR4-3200,22,180,120.1679148351447,0.0300986845744201,120.14663185117733,120.18919781911207,0.5617977528089888,134.25090871082392,0.33766894063960345,134.0121407131016,134.48967670854628,122.52301940670701,116.04212846258216
DDR4-3200,22,200,112.22166787066875,0.07436029009225337,112.16908720529352,112.27424853604398,0.5617977528089888,132.16117352356378,0.07720508712122875,132.10658128291826,132.2157657642093,113.87084323351783,118.16535875523061
DDR4-3200,22,220,105.5434562208747,0.0021309276373262273,105.54194942749214,105.54496301425728,0.5617977528089888,129.3080948261655,0.14431175212955327,129.20605100762978,129.41013864470122,106.02880836419367,125.56654336821154
DDR4-3200,22,260,95.913696888303,0.044852196100840486,95.88198159628898,95.945412180317,0.5617977528089888,128.08510856915535,0.04662231854720856,128.05214161155598,128.11807552675472,97.73662481981522,127.51668106403551
DDR4-3200,22,300,89.22792738521738,0.03262714260560289,89.20485651143022,89.25099825900455,0.5617977528089888,127.09179798896211,0.10294488575615288,127.01900496215546,127.16459101576876,89.7965369238327,127.26931225608084
DDR4-3200,22,340,84.10729994975532,0.0010199607684400857,84.10657872857941,84.10802117093122,0.5617977528089888,126.92866701557905,0.29702720122922677,126.718637067393,127.1386969637651,81.56931957299008,126.33867835146482
DDR4-3200,22,380,79.55711802937913,0.14526725959975512,79.45439856503175,79.6598374937265,0.5617977528089888,125.76339906642947,0.03476989327092885,125.73881303911647,125.78798509374248,73.15296066645894,125.45980401056997
DDR4-3200,22,450,61.023715303993,0.1616338376513409,60.909422921320534,61.138007686665475,0.5617977528089888,124.55747874513499,0.08796835333601179,124.49527572596128,124.6196817643087,64.98391932574616,124.67389726419277
DDR4-3200,22,550,53.5635940619527,0.1541752451126961,53.45457570064241,53.67261242326298,0.5617977528089888,123.79626601842023,0.047268325595114374,123.76284226485659,123.82968977198387,57.68015739741733,123.7064746737003
DDR4-3200,22,600,50.161246123212145,0.44478752020489104,49.84673385148812,50.47575839493617,0.5617977528089888,122.57769466188884,0.08519085781771264,122.51745562863083,122.63793369514684,51.317965320629,122.72675719914217
DDR4-3200,22,700,45.418009975950376,0.13324503647722696,45.32379150709788,45.51222844480287,0.5617977528089888,121.27062239412106,0.09718190078045522,121.20190441307061,121.33934037517153,45.39448907491243,121.48749660286136
DDR4-3200,22,800,41.32095235576493,0.008707722185531315,41.31479506635885,41.32710964517101,0.5617977528089888,120.37135575242831,0.03345374935542318,120.34770037940298,120.39501112545365,40.2019235324254,120.18906577498934
DDR4-3200,22,900,37.767984143152,0.08709097166555786,37.70640152650716,37.82956675979684,0.5617977528089888,119.12299352386248,0.08720042696490034,119.06133351063323,119.18465353709172,35.99371812712235,118.68242927651909
DDR4-3200,22,1000,33.169615485946835,0.10595125786278811,33.09469663303681,33.24453433885685,0.5617977528089888,117.7378417918953,0.0864355814669689,117.67672260610422,117.7989609776864,30.434225805414073,116.90544322491345
DDR4-3200,22,1500,23.076998299114187,0.13850777628428956,22.979058511256497,23.174938086971878,0.5617977528089888,115.19553664164016,0.0479857474654802,115.161605594207,115.2294676890733,23.84451326943251,115.46663567650448
DDR4-3200,22,2000,16.51948462864143,0.05077254189626508,16.4835830199685,16.555386237314355,0.5617977528089888,114.00808350307301,0.0315401968916934,113.98578121597093,114.03038579017507,17.294930479236577,114.48080685038676
DDR4-3200,22,3000,10.400309319783206,0.17901261943961572,10.273728282659487,10.526890356906925,0.5617977528089888,112.83400577229435,0.0034720118009151724,112.83155068920557,112.83646085538314,11.180081265697307,113.91132801432644
DDR4-3200,22,5000,6.005064290604194,0.014670043143891908,5.9946910036168495,6.015437577591539,0.5617977528089888,112.77498004827166,0.005602097938757399,112.7710187668303,112.77894132971304,5.770898704221928,113.86223390074046
DDR4-3200,22,40000,0.8609733696495545,0.0006653916891795482,0.8605028666739906,0.8614438726251186,0.5617977528089888,115.09118759925929,0.0052355469610451755,115.08748550849991,115.09488969001866,1.643680247361452,114.12401525996691
DDR4-3200,22,100000,0.41955657548850644,0.0005843986369110335,0.4191433432494305,0.4199698077275824,0.5617977528089888,115.60568859558443,0.002856788251283319,115.60366854123953,115.60770864992932,-0.7717716838951816,114.63040661680175
DDR4-3200,22,500000,0.17072368712082459,0.0009337698527446862,0.17006341212588125,0.1713839621157679,0.5617977528089888,115.49429236280055,0.0013076702850126386,115.49336770027446,115.49521702532664,-1.0456546685590382,115.31514249604113
DDR4-3200,22,1000000,0.1381243668326188,0.0016034874190123374,0.13699053000508787,0.13925820366014977,0.5617977528089888,115.53139470735937,0.003250504658294594,115.5290962534732,115.53369316124552,1.251833714358817,116.11195742248124
DDR4-3200,24,0,137.18933256698472,0.0027192911108984124,137.18740973780018,137.19125539616925,0.5681818181818182,509.0863743125075,0.5508120724546318,508.6968913609154,509.4758572640996,137.13954855472258,508.24489955892824
DDR4-3200,24,5,137.10614393469086,0.034340790696275034,137.08186132871822,137.1304265406635,0.5681818181818182,504.6790745552683,0.024087881849875384,504.66204185066783,504.69610725986877,137.26237661834384,506.60031118446517
DDR4-3200,24,10,137.3614815690965,0.05905005887610722,137.31972687203574,137.40323626615728,0.5681818181818182,506.48114862839543,0.14474678982247707,506.378797191757,506.5835000650339,137.31691673199808,505.6926629086127
DDR4-3200,24,15,137.40558601106693,0.10847044525655299,137.3288858236677,137.48228619846614,0.5681818181818182,505.63002530983147,0.0514567114119506,505.59363992025453,505.66641069940846,137.3186633120934,505.36609042128305
DDR4-3200,24,20,137.45952208258836,0.04895060705734892,137.42490877639491,137.4941353887818,0.5681818181818182,506.4742458419885,0.7665348144478111,505.93222387667686,507.0162678073001,137.2831107750379,505.4647294123886
DDR4-3200,24,25,137.14734065645737,0.04238015482805172,137.11737336159072,137.17730795132402,0.5681818181818182,504.5546290517381,1.2944969839595644,503.6392814561548,505.46997664732146,137.22575353723997,505.8327155718424
DDR4-3200,24,30,136.84298619821539,0.22614276841540756,136.68307911315253,137.0028932832782,0.5681818181818182,506.03500360400375,0.4402834501651415,505.72367619074777,506.34633101725973,137.15161077357897,506.00947511437533
DDR4-3200,24,35,137.25144316323824,0.0851461079608915,137.19123577290745,137.31165055356902,0.5681818181818182,507.4745177226309,0.37477279277067904,507.2095133394585,507.73952210580325,137.1240538935371,506.3178269893593
DDR4-3200,24,40,137.0097382073235,0.06251822562833709,136.96553114603395,137.05394526861306,0.5681818181818182,507.8215038547335,2.100150317063442,506.3364733240269,509.30653438544016,137.1232266078507,506.8101199997411
DDR4-3200,24,45,137.34603571132817,0.008032897730865908,137.3403555948701,137.35171582778622,0.5681818181818182,505.23333931313357,0.7496227119136183,504.703276010208,505.7634026160592,137.15414900033494,507.6466312915973
DDR4-3200,24,50,137.0166131702407,0.08700043020553744,136.95509457607622,137.07813176440519,0.5681818181818182,506.9315663003065,0.08681016114543805,506.8701822466847,506.99295035392834,137.21621612838015,514.5147529278057
DDR4-3200,24,55,137.54207159513385,0.18047125700613614,137.41445914549556,137.66968404477217,0.5681818181818182,510.7267041274921,0.4431070632176467,510.41338011829924,511.04002813668495,137.26369083654896,511.5516036748062
DDR4-3200,24,60,137.2026853815608,0.1341131037947464,137.10785309642156,137.29751766670006,0.5681818181818182,508.2762691990067,0.033687938940699456,508.25244822893757,508.30009016907593,137.27859788337958,515.1824044662004
DDR4-3200,24,65,137.2832215949989,0.06920513002679339,137.23428617826406,137.33215701173373,0.5681818181818182,509.42161282459966,0.33702053127194725,509.1833033215382,509.65992232766115,137.2204523842392,512.2203505304747
DDR4-3200,24,70,137.30486405577204,0.19936588080987433,137.16389108951415,137.44583702202993,0.5681818181818182,505.6364973712193,1.0371658693715855,504.90311035177143,506.3698843906672,137.3522722111634,487.0459995083984
DDR4-3200,24,80,137.4869925685599,0.0220048959200164,137.47143275743557,137.50255237968426,0.5681818181818182,431.2771386503424,2.2953218324750004,429.6541010175938,432.900176283091,138.49051708368341,439.76147178289057
DDR4-3200,24,90,137.6417153778353,0.042599902952299075,137.61159269757985,137.67183805809077,0.5681818181818182,447.53737227377474,5.30348045685267,443.7872452788439,451.28749926870563,139.29401639323663,377.619493734714
DDR4-3200,24,100,137.65253989611557,0.06964482245406513,137.6032935698838,137.70178622234738,0.5681818181818182,314.4055482654968,0.2529688466086133,314.22667227863093,314.58442425236274,139.03233348182948,309.77752718182654
DDR4-3200,24,120,139.27431361849816,0.07806353882173817,139.21911436083388,139.32951287616243,0.5681818181818182,190.40944039118557,0.08878257223350984,190.34666163230807,190.47221915006307,136.919333503195,243.33249111049088
DDR4-3200,24,140,138.65815904493948,0.06106954665731205,138.6149763543741,138.70134173550485,0.5681818181818182,150.61774479709055,0.07463285495933532,150.5649713992495,150.6705181949316,133.29886723554264,187.2046759914299
DDR4-3200,24,160,128.00507451795224,0.0031149839687408688,128.00287189166465,128.00727714423982,0.5681818181818182,141.15022183043513,0.10915942137528052,141.07303446335027,141.22740919752,127.68598612081078,149.0240409531249
DDR4-3200,24,180,118.48443423095645,0.02728035818860801,118.4651441046881,118.50372435722483,0.5681818181818182,138.80520924277945,0.037625418587569216,138.7786040541512,138.8318144314077,120.32364185972475,121.87257459569624
DDR4-3200,24,200,109.92823361150883,0.026718978640923152,109.90934044052545,109.9471267824922,0.5681818181818182,133.9034780186233,0.0843194510196618,133.84385516302137,133.96310087422523,111.8384190467419,122.5136023264766
DDR4-3200,24,220,103.95532593883516,0.008155585891334565,103.94955906874684,103.96109280892347,0.5681818181818182,131.62519841620383,0.03650407628295077,131.5993861363232,131.65101069608446,104.37254624203442,128.61791766021852
DDR4-3200,24,260,94.53792903532343,0.026051044904507267,94.51950816481445,94.55634990583239,0.5681818181818182,129.53699228904281,0.04361304120712266,129.50615321185708,129.56783136622852,96.56643606380263,129.55228870863587
DDR4-3200,24,300,88.35967623066344,0.05490446459267425,88.32085291143254,88.39849954989432,0.5681818181818182,128.14502298033386,0.12905991780888285,128.05376383727182,128.23628212339588,88.91320486199069,128.47544393760808
DDR4-3200,24,340,83.88187510543312,0.08302967553848561,83.82316425882014,83.9405859520461,0.5681818181818182,127.74599353829575,0.019723135293971298,127.73204717558313,127.75993990100838,81.07325290615655,127.36273200268874
DDR4-3200,24,380,80.19547594978826,0.09542033302417814,80.12800358524379,80.26294831433275,0.5681818181818182,126.75019758921725,0.032715411971893815,126.72706429956261,126.77333087887189,73.37927723372096,126.76351373901778
DDR4-3200,24,450,61.17878230624764,0.03375375523092305,61.15491479703335,61.20264981546194,0.5681818181818182,126.64240599070911,0.035829142485365915,126.6170709610936,126.6677410203246,65.94262359931658,126.07373550050153
DDR4-3200,24,550,54.64192583978243,0.06733962086698841,54.59430953722485,54.68954214234001,0.5681818181818182,124.93625918776709,0.041848525843380405,124.90666781136058,124.9658505641736,59.24743541757658,125.26152291870724
DDR4-3200,24,600,52.571623201259584,0.10125154750031752,52.50002754541647,52.64321885710269,0.5681818181818182,124.58052378545413,0.007237184113640661,124.57540632349068,124.58564124741758,53.55617738412601,124.42126103129631
DDR4-3200,24,700,48.98570585079064,0.017032520796461326,48.973662039834764,48.99774966174652,0.5681818181818182,123.23419508254182,0.04066996812910907,123.20543707228708,123.26295309279655,48.030973406801465,123.1605065386656
DDR4-3200,24,800,44.493510172468035,0.04361733823793967,44.462668056822686,44.52435228811339,0.5681818181818182,121.80095170925944,0.008221205140031641,121.7951384393554,121.80676497916349,43.08520010944328,121.6904352029798
DDR4-3200,24,900,40.256868480307396,0.005547374896109234,40.25294589390057,40.26079106671422,0.5681818181818182,120.05426710642823,0.00014877467333723624,120.05416190684784,120.0543723060086,39.09961053910751,119.94323322765308
DDR4-3200,24,1000,36.58937838404539,0.00667850661739656,36.58465596672803,36.59410080136275,0.5681818181818182,119.00862251118929,0.002072061527883702,119.0071573424319,119.0100876799467,33.56975794169509,117.96444706792116
DDR4-3200,24,1500,25.07165839409017,0.02246200676848867,25.055775356785112,25.087541431395227,0.5681818181818182,115.74507328458182,0.017561411285406617,115.7326554915747,115.75749107758894,26.636276480211492,116.1786829956389
DDR4-3200,24,2000,19.038444898725245,9.547674352323906e-05,19.038377386472455,19.038512410978036,0.5681818181818182,114.57286771342461,0.011676111577624052,114.5646114557502,114.58112397109905,19.59960821344841,114.9235582024268
DDR4-3200,24,3000,12.977014681655024,0.002941370116030283,12.974934818900001,12.97909454441005,0.5681818181818182,113.24663603601343,0.01314901198790064,113.23733828047088,113.25593379155598,13.047579851017492,114.17543651391097
DDR4-3200,24,5000,7.972956755042517,0.0005124246020610055,7.972594416131553,7.9733190939534815,0.5681818181818182,112.61180935992891,0.00046826950985393056,112.61147824338306,112.61214047647475,7.086460474251197,113.92929485480227
DDR4-3200,24,40000,0.8467019265769975,0.00041302500942888294,0.8464098737920307,0.8469939793619643,0.5681818181818182,115.11499947591923,0.0031924273654436617,115.1127420888807,115.11725686295779,2.420392844070662,114.04847373069803
DDR4-3200,24,100000,0.4091072375802342,0.0008256254119734058,0.4085234322527079,0.40969104290776054,0.5681818181818182,115.37970540802607,0.011361510484621239,115.37167160691787,115.38773920913427,-0.4636271746356613,114.48718762963028
DDR4-3200,24,500000,0.17429387060404256,0.0027260707327104714,0.17236624750294882,0.17622149370513632,0.5681818181818182,115.48707667773078,0.014776950462992364,115.47662779585315,115.49752555960843,-1.0786037169793303,115.19965103963122
DDR4-3200,24,1000000,0.13651705345036674,0.0007151888291474103,0.13601133857944772,0.13702276832128574,0.5681818181818182,115.51862495398171,0.0008653125952093928,115.5180130855778,115.51923682238564,1.062459081928111,116.14007844873301
DDR4-3200,26,0,132.95535620257004,0.12534330607405156,132.86672510086876,133.04398730427135,0.5747126436781609,529.5324636812838,1.3023025905048713,528.611596688381,530.4533306741866,132.92816760375712,529.3960920799831
DDR4-3200,26,5,132.70604824563296,0.07277339649580813,132.6545896834808,132.75750680778512,0.5747126436781609,527.4429233600315,0.805303460222805,526.873487822395,528.012358897668,132.6541845166078,527.2316806827372
DDR4-3200,26,10,132.2833703692967,0.056559555271008095,132.24337672422368,132.32336401436973,0.5747126436781609,526.4675133946253,0.17266791608211024,526.3454187402702,526.5896080489803,132.51171407327558,525.6065087456458
DDR4-3200,26,15,132.53257614358262,0.2837973823505804,132.3319010900395,132.7332511971257,0.5747126436781609,521.2392811077327,0.5229020192028188,520.8695335440582,521.6090286714071,132.46590979566503,524.4870620233888
DDR4-3200,26,20,132.43016660791653,0.19076412417471206,132.29527600210548,132.56505721372758,0.5747126436781609,524.2596981660965,2.172917488368604,522.7232134751123,525.7961828570809,132.48192520568062,523.8398262706464
DDR4-3200,26,25,133.08365716685555,0.2778191485831353,132.88720936294894,133.28010497076215,0.5747126436781609,525.2498045535751,0.9004504897521415,524.6130899061487,525.8865192010016,132.52491382522726,523.6312872421
DDR4-3200,26,30,132.22068081562765,0.059823983096485414,132.17837887150253,132.26298275975276,0.5747126436781609,525.4995153674935,1.0936408366726433,524.7261945156997,526.2728362192872,132.46033967899314,524.3333586378758
DDR4-3200,26,35,132.1922969118852,0.21612281993549015,132.03947500033965,132.34511882343074,0.5747126436781609,524.4743873086189,1.3318234614872146,523.532645907658,525.4161287095799,132.46367990331004,524.6397035453939
DDR4-3200,26,40,132.6757226933419,0.24879963529219173,132.49979478407005,132.85165060261374,0.5747126436781609,522.9093242708184,0.6033007444083002,522.4827262233524,523.3359223182845,132.42184188608132,525.5691688705086
DDR4-3200,26,45,132.4287713440696,0.159862031700116,132.31573181740018,132.541810870739,0.5747126436781609,526.3495187004949,0.43883868953061284,526.0392128872808,526.659824513709,132.2651369327399,525.7520531008904
DDR4-3200,26,50,131.83237580565736,0.08930316230717227,131.76922893400854,131.89552267730616,0.5747126436781609,528.8047660904347,0.33249074983368065,528.5696596265456,529.0398725543239,132.20061644342678,531.597512341602
DDR4-3200,26,55,132.65457341368017,0.006523265898913914,132.64996076812756,132.65918605923275,0.5747126436781609,524.0375872943481,0.05909692403354212,523.9957994586167,524.0793751300795,132.36115570827118,525.3439460775462
DDR4-3200,26,60,132.2746135434199,0.21258898492596348,132.12429043057318,132.42493665626662,0.5747126436781609,528.4439234539502,0.4083333629053386,528.1551881640552,528.7326587438454,132.36927069234858,538.2007331941784
DDR4-3200,26,65,131.9625615745601,0.09279587595965268,131.8969449814029,132.02817816771733,0.5747126436781609,526.7867682230105,0.22225485712237514,526.6296103063876,526.9439261396334,132.36811361587058,539.1429574666749
DDR4-3200,26,70,133.1459487345192,0.2754420776052181,132.95118177362045,133.34071569541797,0.5747126436781609,526.5910430879399,1.859624605857931,525.2760899186763,527.9059962572034,132.547772226673,515.4993795415751
DDR4-3200,26,80,132.99147038358865,0.0316092138139646,132.96911929415282,133.01382147302448,0.5747126436781609,461.0970913788784,2.338019196918289,459.4438621501932,462.7503206075637,133.65799407488652,468.811365766471
DDR4-3200,26,90,132.61592363332846,0.10846027042585667,132.539230640621,132.6926166260359,0.5747126436781609,524.2295288923176,0.3530191934427641,523.9799066267452,524.47915115789,134.51927929595988,405.52246721398404
DDR4-3200,26,100,133.45999929890147,0.3180431357819685,133.2351088408802,133.68488975692273,0.5747126436781609,311.82705340877374,9.133689518814474,305.3685596127675,318.2855472047799,134.53322723781272,333.4072974878814
DDR4-3200,26,120,134.33471073410396,0.040638285295716704,134.30597512699555,134.36344634121235,0.5747126436781609,201.1468358636485,1.4180193703745974,200.14414475100276,202.14952697629428,133.07759735753456,262.32262296421595
