rw_ratio,pause,bandwidth,latency,row_buffer_hit_rate,row_buffer_miss_rate,row_buffer_empty_rate
36,15,7.50878483398349,64.34483,0.4784690735691519,0.03616739728441387,0.4853635291464342
66,40,4.137094594677715,46.60033,0.6257256734737684,0.05015318418202574,0.32412114234420586
22,42,3.981622253889512,42.485985,0.6937732735274205,0.05199782075152336,0.2542289057210562
50,200,0.9143926474699037,50.95271,0.42514409221902016,0.17585014409221902,0.3990057636887608
56,40,3.9815969799037503,50.237124,0.5423240425302139,0.05254425321774645,0.40513170425203965
0,12,9.67254897502253,67.828087,0.7230893522473986,0.03510846872800793,0.24180217902459347
86,30,5.653530995017704,42.89465,0.7341588503050295,0.037986716487256766,0.22785443320771376
8,37,4.991777013326958,37.272144,0.8233995998706842,0.040896120994607155,0.13570427913470864
56,3,14.075516558132177,126.544764,0.3470413426959759,0.05264354260013026,0.6003151147038938
86,400,0.45612482421246453,44.20885,0.5494554574500979,0.2865977256330092,0.16394681691689283
82,50,3.6621240929081513,41.27862,0.7170608527324167,0.0556131185784484,0.22732602868913485
36,75,2.361820494101207,46.686361,0.5692458251980063,0.0874921445121922,0.3432620302898015
48,0,17.225996842351528,246.074028,0.3329886822132172,0.08523852702521283,0.58177279076157
14,32,5.035564430810324,41.893658,0.7408455310823405,0.041287467564068966,0.21786700135359055
50,3,14.149595483506452,129.837483,0.36700951172407653,0.05187015671061688,0.5811203315653066
22,35,4.671968657609365,43.641321,0.6924558048457122,0.04459529297347745,0.26294890218081035
68,0,16.85686375453504,228.40969,0.3392447409034377,0.07447210533563188,0.5862831537609304
94,25,6.2001220219893405,43.152854,0.7512728000423776,0.03369609360745375,0.21503110635016862
72,40,4.100519923714605,46.793434,0.6252523653062032,0.046566347333834766,0.328181287359962
24,5,12.740531765125626,104.030521,0.495540829040788,0.046782563851089476,0.4576766071081225
6,25,6.4623159954979315,42.837785,0.7792444604727082,0.033927296374667425,0.1868282431526243
76,40,4.244452692936771,44.95838,0.6627819859791487,0.04817782448151554,0.28904018953933575
86,75,2.743658213025106,38.871745,0.7427035223737073,0.07620328890491579,0.18109318872137695
12,50,3.871536432177273,37.693655,0.7928042892378603,0.05346945124293301,0.15372625951920665
96,27,6.327587165281027,41.300924,0.7863970821439898,0.03317951157627656,0.18042340627973358
28,27,5.408428348304176,50.41971,0.6041473703406871,0.03879581327715203,0.35705681638216086
36,20,6.550066646136766,59.281063,0.5022133955745433,0.035914720053552944,0.46187188437190385
32,75,2.3372927686718503,46.42469,0.5804487694638047,0.07876600573746938,0.34078522479872586
76,17,7.153489073286239,58.207707,0.5336320963462404,0.033001138236834426,0.43336676541692515
58,22,5.9767722186516306,57.86504,0.4885166258906504,0.03701389876075826,0.4744694753485913
56,20,6.4581527278619895,60.341963,0.4662502575034259,0.035871346810092346,0.49787839568648173
36,200,0.9549071885323102,47.681679,0.48960270258761407,0.18922371577408412,0.3211735816383018
32,37,4.1697047672456025,48.368449,0.5888075313807531,0.04654811715481171,0.36464435146443513
100,22,7.462430055847906,43.276095,0.8007568287600132,0.021247921907968165,0.17799524933201863
74,15,7.329156072022931,62.397374,0.4799847842205986,0.03433039234374226,0.48568482343565916
84,75,2.7563333012524924,38.059968,0.7628344111159292,0.07158141814822495,0.16558417073584586
90,75,2.846580197039091,37.318808,0.7797834930703992,0.07077156450389574,0.14944494242570502
14,3,14.28139577310974,143.20718,0.4936916272941766,0.07108725879726119,0.4352211139085622
52,3,14.016235348765647,129.574964,0.3438362856906928,0.052884268573214814,0.6032794457360924
