type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,latency_mean,latency_std,latency_min,latency_max
DDR4-2600,16,50,120.22377740801232,0.41606145080829937,119.7791916580938,120.60375593252711,1193.2955869675002,0.9364693708478888,1192.633403125,1193.95777081
DDR4-2600,16,55,120.83924607173486,0.3630396901658767,120.47229795239777,121.19824683855067,1193.2762679725001,0.2690997987328652,1193.08598568,1193.466550265
DDR4-2600,16,60,122.11255118749212,0.009225179901691045,122.1044642990276,122.12259926497217,1198.9471822350001,1.5084002634089424,1197.88058218,1200.01378229
DDR4-2600,16,65,118.50903399331101,1.7175502832983554,116.872040511015,120.29715345998093,1214.2045894775001,0.07619820504279826,1214.15070921,1214.258469745
DDR4-2600,16,70,121.20852931965835,0.16368252186098864,121.05429919348474,121.38025817189941,1204.0124981899999,0.21162267705706103,1203.86285836,1204.16213802
DDR4-2600,16,80,118.72531302706433,0.4746679160276249,118.32086245975954,119.24788879762308,1227.18074192,11.290686353768445,1219.197021035,1235.164462805
DDR4-2600,16,90,122.50550636804165,0.053989995023782246,122.44484225714267,122.54828104376564,1176.929618355,0.54169513034115,1176.546582055,1177.312654655
DDR4-2600,16,100,121.22068032824008,0.20907695377882446,121.07412710381685,121.46010382399093,1193.8806214325,0.03987733288683823,1193.8524239,1193.908818965
DDR4-2600,16,120,118.4628984785674,0.785062635136968,117.58095963598313,119.08542023265657,1170.471494055,1.352739480725853,1169.514962795,1171.428025315
DDR4-2600,16,140,122.05160756894516,0.09417223398990886,121.94904663604527,122.13418261857936,1148.758099095,0.07910560538831948,1148.702162985,1148.814035205
DDR4-2600,16,160,121.89277038588996,0.09737716419521295,121.82549945315407,122.0044332725237,1138.365239,0.7528192759044678,1137.832915385,1138.897562615
DDR4-2600,16,180,121.04260696553821,0.3768388882110068,120.6171373714547,121.33433078745632,1128.279453785,0.14135092840185606,1128.179503585,1128.379403985
DDR4-2600,16,200,120.88741047409034,0.11398657412562845,120.75599245431744,120.95943748525288,1127.3018327975,0.21789222165485583,1127.14775973,1127.455905865
DDR4-2600,16,220,121.87338208720394,0.024397410814937664,121.85436825634328,121.90089148389309,1123.874930255,0.2883417051350784,1123.67104188,1124.07881863
DDR4-2600,16,260,110.34752378705764,0.24946792520713706,110.18156950784137,110.63440930955993,808.8949638849999,1.6000655842975817,807.76354666,810.02638111
DDR4-2600,16,300,111.12428296250016,0.5675507426309591,110.76047719950061,111.77825349865039,783.3754771425,2.1954144392378923,781.823084705,784.92786958
DDR4-2600,16,340,108.24445188005932,0.5710438471893927,107.59763125296087,108.67880534428873,711.8612022,0.5987303420985334,711.437835915,712.284568485
DDR4-2600,16,380,104.08183076631279,0.4562015503814318,103.65049108577979,104.55937732293393,791.1132097750001,1.8703315117141714,789.79068568,792.43573387
DDR4-2600,16,450,103.51141143639137,0.0319925585511021,103.47616561479921,103.53861677109094,719.9562555325,0.9546934854269188,719.281185295,720.63132577
DDR4-2600,16,550,100.58451144386832,0.054429359530515205,100.54096949370839,100.64553326748822,636.4280658375001,0.48986832217721604,636.081676625,636.77445505
DDR4-2600,16,600,97.89031965442634,0.08559645058162028,97.79840294667892,97.96774611087754,576.3149109599999,2.2895916120097803,574.695925205,577.933896715
DDR4-2600,16,700,94.07866329719177,0.13717029141670017,93.92387734108905,94.18515386435924,579.5858111025,3.161221016363409,577.350490285,581.82113192
DDR4-2600,16,800,91.04361896595638,0.058417307200523676,90.97620747545636,91.07941037464634,524.81733808,0.20473224674364826,524.67257052,524.96210564
DDR4-2600,16,900,86.8637855550294,0.19249319513728788,86.69465614424807,87.0732504685093,467.88814866999996,0.7194841338479332,467.37939656,468.39690078
DDR4-2600,16,1000,81.78714699769445,0.03150309483388643,81.7552323417624,81.8182217340583,482.1632819175,0.06502149848269052,482.117304775,482.20925906
DDR4-2600,16,1500,62.167942084203624,0.008798875467550205,62.158157434669825,62.17520415254715,387.92607475750003,0.9174310157391544,387.277353065,388.57479645
DDR4-2600,16,2000,49.806075991724974,0.040463886601020155,49.761594015463814,49.840700091733694,339.180654065,0.6309840633282081,338.734480955,339.626827175
DDR4-2600,16,3000,35.77326621452081,0.021553973451386075,35.75158989155507,35.794695718626635,300.4288563025,0.01589879039362406,300.41761416,300.440098445
DDR4-2600,16,5000,22.361026471170803,0.029144454693367666,22.329760985225203,22.38744120286614,282.9511766525,0.0730819076763715,282.89949994,283.002853365
DDR4-2600,16,40000,3.060365454716738,0.046353275815331905,3.0070864380713656,3.091436212049447,263.6224764525,0.01746790276751516,263.61012478,263.634828125
DDR4-2600,16,100000,1.3089995964691432,0.03619548666826758,1.2683687784963227,1.3377982671099748,260.76109390249997,0.03960877373147096,260.73308627,260.789101535
DDR4-2600,16,500000,0.31754736606702777,0.0022111050251121373,0.3150099811921407,0.31906150489290847,254.0192204725,0.0694787531489341,253.970091575,254.06834937
DDR4-2600,16,1000000,0.17878321766882663,0.009453673584064818,0.16802167705161478,0.18574950899341425,256.12585791749996,0.003916173021770545,256.123088765,256.12862707
DDR4-2600,20,0,114.85708481979022,0.244023767345525,114.6251479274907,115.11162295065613,1589.421373735,1.7836478005253953,1588.16014428,1590.68260319
DDR4-2600,20,5,115.14024981978065,0.13789625112247156,115.01432995997826,115.28761068423911,1588.7635041025,1.7449098924346083,1587.529666485,1589.99734172
DDR4-2600,20,10,119.11917676790473,0.37332516895378826,118.68893088010395,119.35749537513394,1494.623213025,1.1674959807551561,1493.7976687,1495.44875735
DDR4-2600,20,15,122.80815611367001,0.09184492912070759,122.75406163896902,122.91420228683806,1481.6330446299999,0.8635769536465716,1481.02240351,1482.24368575
DDR4-2600,20,20,110.84179987926568,0.9965080829719999,109.91902015481843,111.89849348290231,1214.6591461399998,0.23181102113747903,1214.495230995,1214.823061285
DDR4-2600,20,25,112.00509122434629,0.5978453826272087,111.48580237406722,112.65865622398093,1213.4273249625,1.709755958599757,1212.21834493,1214.636304995
DDR4-2600,20,30,121.90829620226107,0.05952733413033669,121.84861051670238,121.96766391105545,1164.3519039349999,0.10456994186366338,1164.27796182,1164.42584605
DDR4-2600,20,35,113.35486046358749,1.0144834132418614,112.39546874862813,114.41666648992987,1179.96641413,1.3014988534768797,1179.046115465,1180.886712795
DDR4-2600,20,40,112.4900723733172,0.09880500407835695,112.3810385126899,112.5736778195513,1175.01710335,2.1424562955794295,1173.502157975,1176.532048725
DDR4-2600,20,45,108.76188094615416,0.5445696117424417,108.13343637484225,109.09478818898856,1206.8588962600002,0.0822026482371745,1206.80077021,1206.91702231
DDR4-2600,20,50,110.79484639265213,0.4690320626672391,110.25456759596626,111.09762307333655,1211.0060579925,0.23783944232269413,1210.83788011,1211.174235875
DDR4-2600,20,55,116.4580779236427,0.41875043535597506,116.0248352398466,116.86064955409574,1150.481676495,1.488950753991295,1149.42882932,1151.53452367
DDR4-2600,20,60,112.72308148106983,1.0865467445963468,111.57075049320188,113.7289955049517,1202.9848454550001,2.603161515310808,1201.144132295,1204.825558615
DDR4-2600,20,65,121.69471690989684,0.11869911299985415,121.56083750103426,121.78708705551396,1152.17265164,0.6293403724021296,1151.727640795,1152.617662485
DDR4-2600,20,70,110.42441843250003,0.5941860904444725,109.7445391941545,110.84423468172004,1193.177187085,1.9568910761653673,1191.793456135,1194.560918035
DDR4-2600,20,80,110.51326145411592,0.44841474184072144,110.00020142338143,110.83023015202282,1183.300043025,1.7188376032266441,1182.0846413,1184.51544475
DDR4-2600,20,90,121.70784885094677,0.09994218053055783,121.59960078516441,121.79661688245223,1139.25829838,0.38624837473867385,1138.985179535,1139.531417225
DDR4-2600,20,100,111.05628425355968,0.8732968626284161,110.4684820347564,112.05977244285644,1175.08234606,0.9511760499191418,1174.409763025,1175.754929095
DDR4-2600,20,120,113.1713131733524,1.2612493511750202,111.72913827837024,114.06803833049558,1137.5186666825,0.6074992121829796,1137.08909987,1137.948233495
DDR4-2600,20,140,116.0179822343601,0.22377198165084305,115.75961615411929,116.15018623586526,1111.5183716125,0.6202009005827056,1111.07982335,1111.956919875
DDR4-2600,20,160,105.71622525953403,0.2733468518254329,105.40197485861295,105.89891441007245,1182.3829571975,1.6240273648246555,1181.234596435,1183.53131796
DDR4-2600,20,180,111.628323202403,1.0963675088141154,110.4164939779573,112.55145093299865,1129.0155932875,0.43281626713652904,1128.70954597,1129.321640605
DDR4-2600,20,200,111.33766049467026,0.9730425801321768,110.22358373222485,112.02093907664009,1133.3423245475,0.49376899188303114,1132.993177145,1133.69147195
DDR4-2600,20,220,115.49116859735466,0.5854705156997427,115.1141872315028,116.16565260544469,1109.63450364,3.3426306646837696,1107.27090683,1111.99810045
DDR4-2600,20,260,114.83835170669653,0.09238959896933459,114.73408991432352,114.9100516341848,770.2864169,1.2520284114860518,769.40109912,771.17173468
DDR4-2600,20,300,105.38251443694435,0.2119293560282776,105.16145844914868,105.58395304431123,891.2676972275001,8.195514654484862,885.47259324,897.062801215
DDR4-2600,20,340,104.20175227289202,0.5086469779083529,103.69904368209627,104.71613660971181,863.08462864,2.375266380816887,861.405061675,864.764195605
DDR4-2600,20,380,108.06251952785301,0.36168301548860793,107.69221763137705,108.4149187430257,865.58711727,1.073279015549102,864.8281944,866.34604014
DDR4-2600,20,450,102.96123844717965,0.21028817366239497,102.73705975390482,103.15413033767217,707.486643755,2.4083200095216353,705.783704345,709.189583165
DDR4-2600,20,550,102.816096780845,0.024647319058593884,102.78783468473073,102.83313140931196,589.543213235,0.2337048440161998,589.377958955,589.708467515
DDR4-2600,20,600,100.26078562288872,0.6594630657342916,99.83280771082994,101.02022642386872,628.0411490399999,0.16179883723926344,627.926739985,628.155558095
DDR4-2600,20,700,99.453691212593,0.1443863782709752,99.31816362031167,99.60554799314988,549.9316358975,3.668166310253074,547.337850625,552.52542117
DDR4-2600,20,800,95.70834758457259,0.01317627812190343,95.69700710437499,95.72280186911638,530.621741735,0.1938880359341175,530.48464219,530.75884128
DDR4-2600,20,900,94.79799987768212,0.05803243638088122,94.74249163266816,94.85826384060556,519.1138990075,0.01109854651206615,519.10605115,519.121746865
DDR4-2600,20,1000,89.34096384202262,0.02017082973262281,89.32069295493712,89.36103310279127,475.69354723000004,0.2577148881166252,475.511315285,475.875779175
DDR4-2600,20,1500,65.12976866838439,0.026643588553041032,65.09900334889662,65.1451976810723,391.32191874,0.3379349008632686,391.08296268,391.5608748
DDR4-2600,20,2000,52.2629749051365,0.01648096162662201,52.24512254064632,52.277610019656585,344.780918715,2.6988549760443155,342.87254006,346.68929737
DDR4-2600,20,3000,40.5241099128595,0.02030621557575734,40.509112214772685,40.54721786758138,306.61655772,0.009256989430937205,306.61001204,306.6231034
DDR4-2600,20,5000,25.558191724493984,0.017142715995014855,25.538397488548757,25.56820665245838,286.1502969325,0.02398569487845301,286.133336485,286.16725738
DDR4-2600,20,40000,3.102885239700752,0.025032794334151724,3.0776325587819624,3.127692194758199,255.4710476475,0.12216767650712688,255.384662055,255.55743324
DDR4-2600,20,100000,1.3363405075630101,0.025420033105861543,1.3071946359037494,1.3539245407041736,263.0738072975,0.07911751660211215,263.017862765,263.12975183
DDR4-2600,20,500000,0.3335656485964635,0.010174399403061972,0.32181816096681765,0.3395651063982422,261.5700996775,0.1501219905172743,261.4639474,261.676251955
DDR4-2600,20,1000000,0.18479364815052066,0.009227058928835706,0.1743595914219024,0.1918778834166457,252.53825348,0.14039346339377493,252.43898031,252.63752665
DDR4-2600,24,0,110.59339710930821,0.1549278290476858,110.45072872026505,110.75820285185003,1566.1039236474999,0.3606568969288489,1565.84890071,1566.358946585
DDR4-2600,24,5,112.2286815348674,0.595042349190493,111.54220029627487,112.59708222422488,1528.7818502925,1.615581151099999,1527.639461905,1529.92423868
DDR4-2600,24,10,112.45160797804537,0.6510307650054223,111.72742475053592,112.98837084509911,1492.4859079125,0.25592293457625614,1492.30494307,1492.666872755
DDR4-2600,24,15,116.09052519517267,0.39406238436772395,115.73010974477455,116.51127541164784,1462.7597192825,0.22009471785693,1462.604088815,1462.91534975
DDR4-2600,24,20,123.12985681975937,0.05668772119301423,123.06868082480204,123.18060966201288,1138.9759262100001,0.6729405836012986,1138.50008536,1139.45176706
DDR4-2600,24,25,109.59884473536839,0.5100022474275235,109.02177803059023,109.9891022542986,1212.000007735,1.5817284740548738,1210.881556805,1213.118458665
DDR4-2600,24,30,122.90968780880321,0.023783507356086423,122.88252552572278,122.92677793959257,1133.466836045,0.6477259053172404,1133.008824665,1133.924847425
DDR4-2600,24,35,110.00809032956226,0.4352907416130625,109.50687673947895,110.29135799677368,1201.588657925,3.6207698230581458,1199.02838703,1204.14892882
DDR4-2600,24,40,110.54969022869165,0.24468860771454137,110.26932004052078,110.72015622325999,1203.5701030825,2.4052479098646184,1201.869335975,1205.27087019
DDR4-2600,24,45,115.63034033194988,0.4883706695548958,115.08909639954386,116.03806505197915,1140.970339005,2.9378050745236166,1138.892997115,1143.047680895
DDR4-2600,24,50,122.98358607732071,0.02938599324544609,122.9547982271339,123.01353575248405,1121.98007178,1.9287098020916293,1120.616268,1123.34387556
DDR4-2600,24,55,112.11230720143197,0.7232880212908841,111.54192189812832,112.92583782831773,1170.8935112650001,2.634357715922473,1169.03073906,1172.75628347
DDR4-2600,24,60,110.27851897880095,0.372122738476878,109.86589807383137,110.58867221667836,1191.0618842224999,0.16993369417045445,1190.941722955,1191.18204549
DDR4-2600,24,65,112.09414510278913,0.18841342771529415,111.8808151073605,112.2377878577535,1177.8121782399999,10.231715863139819,1170.57726257,1185.04709391
DDR4-2600,24,70,109.90486520991304,0.2334766285278815,109.63713143144035,110.06612377612075,1180.77890599,0.19091600249347854,1180.64390799,1180.91390399
DDR4-2600,24,80,110.63172639791067,0.7825442491269377,109.77554678194954,111.3100018384746,1180.6076878475,0.6490270631118584,1180.14875641,1181.066619285
DDR4-2600,24,90,122.73727692064996,0.05838650980571622,122.67244445705876,122.7857102769008,1107.7584559425,0.3805008729353388,1107.489401195,1108.02751069
DDR4-2600,24,100,122.66723502443789,0.09109076576888818,122.5828758594429,122.76382210705597,1107.9224611425,0.12806283281294065,1107.831907045,1108.01301524
DDR4-2600,24,120,122.7704218142242,0.04264113033812257,122.73286130651631,122.81677328843664,1088.466308255,0.5855643037465297,1088.052251765,1088.880364745
DDR4-2600,24,140,115.7852535002944,0.32897141775616634,115.41285554429493,116.03635252048262,1097.3370558325,0.91896928411514,1096.68724642,1097.986865245
DDR4-2600,24,160,110.29862566859062,0.34145093308570545,109.93944003919702,110.61903042323905,1129.419211145,1.5261174107100686,1128.340083175,1130.498339115
DDR4-2600,24,180,109.46600991345879,0.854805538831857,108.54241543536632,110.22934063198193,1123.94139645,0.9152568002728603,1123.29421216,1124.58858074
DDR4-2600,24,200,112.02341770794881,0.44935562409428315,111.53277521267117,112.41493380254181,1114.226269055,0.27220643348529977,1114.03379004,1114.41874807
DDR4-2600,24,220,111.77309662735614,0.427131684099255,111.29580262939068,112.11937403649824,1100.83205849,0.9264193576263869,1100.17698108,1101.4871359
DDR4-2600,24,260,104.08667645591647,0.3329444792261113,103.70227453841142,104.28420663702902,816.88356953,0.7813898476165577,816.33104347,817.43609559
DDR4-2600,24,300,108.33560023007522,0.07505354910723235,108.25683948837565,108.40629504501702,924.7161525225,0.6340523799639188,924.267809785,925.16449526
DDR4-2600,24,340,107.36752126990046,0.1610451683523474,107.21941728982007,107.53896142432882,747.6183442475,2.012913870111067,746.1949992,749.041689295
DDR4-2600,24,380,113.18521908257861,1.1114288129527823,111.90852721596835,113.93677903692377,880.6598379750001,0.44874626215222035,880.34252645,880.9771495
DDR4-2600,24,450,100.81138270886163,0.3958863974646691,100.55685327703107,101.26748950837717,653.5906871499999,1.05458645686966,652.844981915,654.336392385
DDR4-2600,24,550,99.4677651194229,0.16127260750046057,99.33438997106961,99.64700115552286,597.0997649450001,3.89356139447584,594.34660128,599.85292861
DDR4-2600,24,600,109.37173001397007,0.4515828857642829,108.86105643149486,109.71837108679757,678.510280095,8.091566757992334,672.78867837,684.23188182
DDR4-2600,24,700,105.8710553253838,0.08791902229695354,105.77253909493072,105.94154240042091,601.9815962375,0.8803683673566337,601.359081795,602.60411068
DDR4-2600,24,800,99.59561668231636,0.02875510523907468,99.5625434226751,99.61469805177725,547.463415425,0.48738845980468165,547.11877974,547.80805111
DDR4-2600,24,900,96.66780382272384,0.021539404293764292,96.65395869953268,96.69261996865004,543.81122167,0.5156990142112039,543.4465674,544.17587594
DDR4-2600,24,1000,91.32036471037226,0.02716692603764075,91.295006871746,91.34903665583707,500.06326251999997,0.004665426902706254,500.059963565,500.066561475
DDR4-2600,24,1500,68.68051557496246,0.013607293258948373,68.6671441401999,68.6943470588616,396.7884932825,0.22113166873837461,396.63212958,396.944856985
DDR4-2600,24,2000,55.25067758989962,0.016123045931685464,55.23220329689546,55.261909224710195,350.11093607,0.17919762385444796,349.984224215,350.237647925
DDR4-2600,24,3000,41.28806863371795,0.011396360515339796,41.27494466302804,41.29546612968124,306.10088524,0.21022310767626104,305.952235055,306.249535425
DDR4-2600,24,5000,25.483823129383097,0.008799759774983557,25.475202045910514,25.492791295182844,285.64333123,0.053823391335795265,285.605272345,285.681390115
DDR4-2600,24,40000,3.281615840577938,0.07350215253977048,3.2081654587100537,3.3551696546272805,255.208193425,0.06094776792789244,255.165096845,255.251290005
DDR4-2600,24,100000,1.3981396361659748,0.04395160529854666,1.3476420019609323,1.427774261414041,255.17222272499998,0.007110354664626683,255.167194945,255.177250505
DDR4-2600,24,500000,0.3428525581702751,0.006230746908212124,0.33655480974254903,0.34901406920094835,261.48651285,0.10231391767815542,261.414165985,261.558859715
DDR4-2600,24,1000000,0.18065805718693548,0.008845172919555049,0.17047749909549453,0.1864584500875604,260.4432241775,0.134622096736615,260.34803198,260.538416375
DDR4-2600,28,0,114.69469190069036,0.6476834236111958,114.2101882469853,115.43033604039398,1542.0498980625,3.2057937398029215,1539.78305957,1544.316736555
DDR4-2600,28,5,116.60969871349982,0.5358198340617648,115.99103362674525,116.92559078408472,1522.975266035,2.264363618905363,1521.374119165,1524.576412905
DDR4-2600,28,10,116.95736751681453,0.8463079450215528,116.00174742972045,117.61217988990369,1422.720792455,2.556425667374759,1420.91312653,1424.52845838
DDR4-2600,28,15,117.03623386782728,0.15403500031745276,116.87350946675606,117.17978415640881,1399.3807828225,2.028812253918351,1397.94619592,1400.815369725
DDR4-2600,28,20,115.27083368179701,1.4216491769440573,113.63264276796228,116.18122141482615,1136.962311775,3.05835012128017,1134.799731665,1139.124891885
DDR4-2600,28,25,111.98454528305415,1.1359056514908517,110.84582028690286,113.11761043895929,1143.933686555,2.954720433445948,1141.8443837,1146.02298941
DDR4-2600,28,30,108.40941328526087,2.5624806367697475,105.69371699780996,110.78463661521995,1178.96300444,2.23644210757863,1177.38160106,1180.54440782
DDR4-2600,28,35,113.57637096940272,1.0238443091461806,112.40003342222177,114.26666540426524,1133.83396383,3.6243964252463976,1131.27112854,1136.39679912
DDR4-2600,28,40,113.64732388296001,1.1191817940990862,112.3578558811193,114.36636866650683,1134.9785404425002,0.39035514132228916,1134.702517675,1135.25456321
DDR4-2600,28,45,114.45755208048156,1.5878969789382114,112.67601319780435,115.72382947493567,1124.54558496,2.362532738261693,1122.87502204,1126.21614788
DDR4-2600,28,50,106.63107831423652,1.0370823855111424,105.64340811413528,107.71136081705356,1153.0724055875,4.4751701605661145,1149.90798242,1156.236828755
DDR4-2600,28,55,107.03093069716044,1.5124370399954594,105.94732661124982,108.75882609171106,1171.6724383800001,5.26329885248016,1167.95072407,1175.39415269
DDR4-2600,28,60,115.47966938482462,0.03237409041229425,115.4426806825653,115.50284974266592,1133.36775928,0.7183049060110057,1132.85984101,1133.87567755
DDR4-2600,28,65,113.80779368208253,0.5388011725270887,113.44135599612399,114.42644250823771,1114.767111015,0.2764658043187692,1114.57162017,1114.96260186
DDR4-2600,28,70,113.51224133509713,1.6685081362555163,111.64715216492844,114.86311735725077,1127.218135435,1.116502777239875,1126.42864875,1128.00762212
DDR4-2600,28,80,113.47835110401284,0.4668267432734382,113.1516835019199,114.01302493325775,1121.6653633675,7.626426681201969,1116.272665345,1127.05806139
DDR4-2600,28,90,114.32812983301532,0.7515259828132963,113.54771582484238,115.04698069407934,1117.4218378925002,0.9182418621562695,1116.772542845,1118.07113294
DDR4-2600,28,100,113.8475616599449,1.8189527246939903,111.76861862066599,115.1460426277654,1114.3545706975,2.2340494597563376,1112.774859175,1115.93428222
DDR4-2600,28,120,114.6786205252243,0.48111532494710846,114.17252518236536,115.13009345676782,1103.2623982999999,2.2557615729882063,1101.667333995,1104.857462605
DDR4-2600,28,140,115.78123472970022,1.0183419875663458,114.85193527551881,116.86984142404441,1080.9903092275,1.3232726476331649,1080.054614165,1081.92600429
DDR4-2600,28,160,106.16259225133767,0.9220036118438365,105.10034924103792,106.7555239543118,1111.3886238675,1.402728709284242,1110.396744885,1112.38050285
DDR4-2600,28,180,108.5073258199396,1.127176476835816,107.78068702515833,109.80580501991538,1086.6072769575,2.2185785856381885,1085.038504995,1088.17604892
DDR4-2600,28,200,112.3494309550678,0.07510471307580305,112.27805773760821,112.4277803789684,1073.05056218,0.12297327265634657,1072.963606945,1073.137517415
DDR4-2600,28,220,113.89165720020678,0.18725356183223124,113.67651581788468,114.01792376332557,1054.2007973325,2.437002654123045,1052.47757623,1055.924018435
DDR4-2600,28,260,110.33698268441522,0.7007057052112486,109.68056713814191,111.07485795476593,754.4236965125,0.6544544329266458,753.960927345,754.88646568
DDR4-2600,28,300,106.14058471333423,0.5075684461628038,105.58617930781166,106.58241339304215,820.793791695,2.1047031008565678,819.30554186,822.28204153
DDR4-2600,28,340,106.8849468584355,0.2497386090676238,106.66870229722889,107.15829047594917,714.23309043,0.5917358115245314,713.814670025,714.651510835
DDR4-2600,28,380,111.02262414715135,0.1208188959203109,110.95130480532855,111.16212200575336,804.2321434324999,4.408397699523221,801.114935525,807.34935134
DDR4-2600,28,450,106.22480154924938,0.22154784044467582,106.01347018895251,106.45531809131717,621.3952117275,0.27829111208599816,621.198430195,621.59199326
DDR4-2600,28,550,101.50080552758943,0.06609170749910473,101.4521774943901,101.57605675642654,555.20565033,0.5128917932189135,554.842981065,555.568319595
DDR4-2600,28,600,104.6876622930941,0.022647159514409907,104.66933274147908,104.71297991655352,599.3117374824999,1.8150133426048807,598.02832924,600.595145725
DDR4-2600,28,700,100.24169547652821,0.07533330467638016,100.15620289160104,100.29834753165763,535.600309055,0.134165549707748,535.505439685,535.695178425
DDR4-2600,28,800,94.95211529552682,0.017351919513064147,94.9324008205111,94.96506990561944,514.7729546099999,0.2579028229568733,514.590589775,514.955319445
DDR4-2600,28,900,91.66002212458996,0.03252607031753112,91.62857953637024,91.69353296576642,503.970624665,0.11512372977587096,503.889219895,504.052029435
DDR4-2600,28,1000,88.82848236911944,0.00960088109046118,88.81803556305023,88.83691904150587,488.5120287825,0.013980020787568465,488.502143415,488.52191415
DDR4-2600,28,1500,65.43751568591485,0.05433004491569241,65.3768191734192,65.48160089264996,381.774315365,0.0337854842233581,381.75042542,381.79820531
DDR4-2600,28,2000,51.09770122410057,0.03823532738218626,51.06957319897542,51.14123642449027,344.0100654375,0.18269371180858848,343.880881475,344.1392494
DDR4-2600,28,3000,40.1655514667957,0.03151889007246666,40.14730345246756,40.20194629923533,306.45514238,0.006805520931277168,306.45033015,306.45995461
DDR4-2600,28,5000,24.97971728587186,0.01387537045511459,24.970977518778856,24.995716367956383,285.9893774625,0.0005210280961875132,285.98900904,285.989745885
DDR4-2600,28,40000,3.1055949432948924,0.03522766482472552,3.0655850264118527,3.1319554726991505,263.3052150275,0.012968999511800045,263.29604456,263.314385495
DDR4-2600,28,100000,1.3306541214777596,0.04065980200459566,1.2837172869507283,1.3550815343040792,262.80937401,0.06339189665918953,262.76454917,262.85419885
DDR4-2600,28,500000,0.3180696189291768,0.011508476350093675,0.3048443151737171,0.3258063407925089,252.14927909250002,0.008106912071147287,252.14354664,252.155011545
DDR4-2600,28,1000000,0.180063910488279,0.009579562820389357,0.16915097992664843,0.18708529868973872,261.33598779,0.02877586602386077,261.31564018,261.3563354
DDR4-2600,32,0,114.40371293385874,1.6273723467786587,112.52954838576986,115.45899499671432,1497.3901318125,1.8394050688036727,1496.089476015,1498.69078761
DDR4-2600,32,5,123.26494643557122,0.11140609089894453,123.1429198420919,123.36122231803937,1461.0778676275,0.134065808760828,1460.983068785,1461.17266647
DDR4-2600,32,10,113.33883173317493,1.5867796730129284,111.73626287115844,114.90933623188707,1350.4139892325002,1.4391502451614397,1349.396356335,1351.43162213
DDR4-2600,32,15,112.77673871235869,1.479909166022665,111.19605215287463,114.12940186564043,1331.5990132875,2.421005551138026,1329.887103845,1333.31092273
DDR4-2600,32,20,122.43581921766501,0.03961675468135865,122.39011174219964,122.46028765859626,1038.3947428800002,1.3280836925705912,1037.455645895,1039.333839865
DDR4-2600,32,25,122.2575157756096,0.09579985050922017,122.16777484453719,122.35839994772984,1036.1409527800001,0.2935884586649614,1035.93335439,1036.34855117
DDR4-2600,32,30,122.08083486671904,0.1635101216374027,121.91122683771054,122.23747478624138,1040.3485976524998,1.6442213728300608,1039.18595757,1041.511237735
DDR4-2600,32,35,122.21293217928412,0.22390759890281015,121.97684010546091,122.42224711755217,1031.4942203175,0.7790723016055042,1030.94333301,1032.045107625
DDR4-2600,32,40,122.26899873343655,0.09482840833955407,122.17809629609317,122.36731759052711,1032.77119348,0.09388596852183638,1032.704806075,1032.837580885
DDR4-2600,32,45,122.25628814097024,0.1488772404245696,122.09499471651802,122.38843976692107,1027.7812035675001,0.12102074223689022,1027.69562898,1027.866778155
DDR4-2600,32,50,108.86399702828828,1.2316309229092286,107.84732748375849,110.23355303123982,1084.2022841875,0.8319365874455512,1083.614016185,1084.79055219
DDR4-2600,32,55,121.75229390167863,0.13204351755524432,121.6133642944203,121.87615919885927,1028.313592865,4.979918533790797,1024.7922587,1031.83492703
DDR4-2600,32,60,121.93183466115556,0.10619920320238863,121.81383580242714,122.01973863626804,1020.117444495,0.25413769147915766,1019.93774201,1020.29714698
DDR4-2600,32,65,121.78297058135769,0.06915275076871158,121.70525392608715,121.83770952796861,1018.898329415,0.4177685292513376,1018.602922455,1019.193736375
DDR4-2600,32,70,122.16166827415866,0.07517910041914762,122.07548076472689,122.21374434780097,1017.2454652199999,0.4528768617698704,1016.92523292,1017.56569752
DDR4-2600,32,80,122.02815929394937,0.08656357215346314,121.96118642350304,122.12590479850988,1011.6551039625,2.999373593817134,1009.534226555,1013.77598137
DDR4-2600,32,90,121.89198162079005,0.15126973163714452,121.76319581501605,122.0585664699494,1003.46759916,0.8837077321637674,1002.84272343,1004.09247489
DDR4-2600,32,100,121.6147577063757,0.14224084904282747,121.46359587364988,121.74597165592621,1003.3170884875,0.15510799842132864,1003.20741057,1003.426766405
DDR4-2600,32,120,121.80594954354626,0.12858660259962743,121.66058972354242,121.90484789008528,1001.541596495,0.2259465461947214,1001.38182816,1001.70136483
DDR4-2600,32,140,121.39586587629974,0.02972801905636383,121.37188074392655,121.42912555761265,980.94864426,0.946702079248474,980.2792248,981.61806372
DDR4-2600,32,160,121.38971215574539,0.129527996896287,121.26821714896496,121.52600252428866,967.0173687175,0.0888917263592744,966.954512775,967.08022466
DDR4-2600,32,180,111.51402043488564,1.7598633873969134,109.55393183882042,112.95845537018545,991.1157905975,1.5803254858125466,989.99833173,992.233249465
DDR4-2600,32,200,121.21026960818715,0.0997947490610139,121.11205063037036,121.31156881100183,958.859892385,0.7400856262782406,958.33657282,959.38321195
DDR4-2600,32,220,121.09077050008887,0.08866763661273115,121.02641273435901,121.19190957636407,950.6750034275001,0.1680747952955868,950.5561566,950.793850255
